,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
W4X4,100,1.2857493117604337,100,1.3552971117604344,0.5180447945037565,1.0540912597532537,0.0007078040428363808,0.00221188763386369,83,1.2885999599532054,83,1.3508228515194702,0.4604986055056571,1.0482872058823627,0.010286918661573427,0.03214662081741696
W4X5,100,1.0315491405442283,100,1.0837171405442274,0.44950136180714867,1.0505724816681794,0.0026208028989480867,0.0077082438204355485,83,1.038153742953867,83,1.0800619357249504,0.3680801301737742,1.0403680023845425,0.043195726225282005,0.1270462536037706
W4X0,100,0.9751891615730112,100,1.0220487615730114,0.34661489787212024,1.0480518055844819,0.028488129741833918,0.07637748036563886,83,0.9791444194043373,83,1.021703455548915,0.3122483637152516,1.0434655351153088,0.09306226073494962,0.2585062798193045
W4X1,100,1.3819413929676891,100,1.4292225929676885,0.3282520419005544,1.0342136072054864,0.032223109342635566,0.08055777335658891,83,1.383415166461665,83,1.4259308291122672,0.29088922821090873,1.0307323959439767,0.1339785114320737,0.3525750300844045
W4X2,100,0.6877846193788705,100,0.7374058193788706,0.3428307560342006,1.0721464228799016,0.02902344253894277,0.07637748036563886,83,0.6908955591379067,83,0.7333071254029668,0.29046951172448965,1.0613863639795007,0.16588276308224148,0.4147069077056037
W3X9,100,1.4112727597517432,100,1.4212095597517438,0.08008797347825013,1.007041020193537,0.693132612128257,0.8524434090780352,83,1.4175101717999357,83,1.41978101517343,0.01843121968079885,1.0016019944115186,0.8539391264503913,1.0
W3X8,100,1.0848544362161514,100,1.0940582362161517,0.0777718813067791,1.0084839031788468,0.5799706557306827,0.8524434090780352,83,1.090582889228199,83,1.0927821663366335,0.018730080153697877,1.0020166070182808,0.9613608104990203,1.0
W3X7,100,1.0865226732932323,100,1.0924466732932314,0.04176944449775357,1.0054522562166546,0.800352637766898,0.8524434090780352,83,1.0882485046185337,83,1.0908795889558824,0.018332140145900355,1.0024177238251948,0.9587870849939935,1.0
W3X6,100,1.2763630396155619,100,1.2823908396155619,0.042877675122888044,1.0047226375356462,0.8670771965879631,0.9032054131124616,83,1.2790856853986947,83,1.2817550829890556,0.018791221990291616,1.002086957598567,0.9099981633882862,1.0
W3X5,100,0.7715451458308502,100,0.7816331458308499,0.07395734013789788,1.013075061199609,0.5461644720927737,0.8524434090780352,83,0.774647854264585,83,0.7769179747465127,0.01657566731107112,1.002930519292644,0.9228121331995797,1.0
W1X0,100,0.51009206345692,100,0.5203876634569203,0.07665278099467854,1.0201838074684528,0.7021717327213278,0.8524434090780352,83,0.5151884008063178,83,0.5175351477942698,0.017486384494609986,1.0045551238814365,0.8539391264503913,1.0
W3X2,100,1.0061858109717665,100,1.016006410971767,0.07529949425701012,1.0097602250925362,0.7405846668608396,0.8524434090780352,83,1.0117219169958631,83,1.0140734832609235,0.018071678523959116,1.0023243207699235,0.7936234240757933,1.0
W1X1,100,1.2432221432522896,100,1.2515643432522898,0.06716762239769722,1.0067101443175528,0.6389761146536876,0.8524434090780352,83,1.2480358396378322,83,1.2503633095173499,0.018768609634731242,1.0018649062836154,1.0,1.0
W1X2,100,1.1844770313820123,100,1.1922938313820122,0.06575651305680343,1.0065993681539602,0.6760788636575095,0.8524434090780352,83,1.1907753976470723,83,1.1931079277675545,0.01975259087776419,1.0019588329798308,0.9639348678227692,1.0
W1X3,100,0.6864547048577805,100,0.6917751048577803,0.035250211942898124,1.0077505477963067,0.8901996971660641,0.9076041504611124,83,0.6882145072674186,83,0.6910501699180213,0.018501803403425433,1.0041203180413354,0.8691671594582863,1.0
W1X4,100,1.0474985033622166,100,1.0557749033622168,0.06149835464210585,1.0079011091409056,0.6627313529903214,0.8524434090780352,83,1.0505659925188433,83,1.0529739443260722,0.017780946679758106,1.002292051926653,0.9845389720598956,1.0
W1X5,100,1.3659504881699045,100,1.3765412881699053,0.08850255603287861,1.0077534289066292,0.5396840485881049,0.8524434090780352,83,1.3711090279289413,83,1.3731750520253272,0.017424257356288792,1.0015068269950105,0.9948461184271705,1.0
W1X6,100,1.3968706608888024,100,1.405779260888802,0.06680423565155584,1.0063775410633446,0.7965786088825542,0.8524434090780352,83,1.402536911491212,83,1.4050169114912123,0.01858929820758977,1.0017682244079862,0.8061005362748046,1.0
W1X7,100,0.6262319099640318,100,0.6362849099640315,0.08500508798527398,1.0160531583268844,0.6087276138578457,0.8524434090780352,83,0.6331706280363211,83,0.6353607485182488,0.01874284376401991,1.0034589735925055,0.9433546509939167,1.0
W1X8,100,1.2209454787213112,100,1.2302128787213107,0.06435161661872286,1.0075903471215646,0.7749726312729214,0.8524434090780352,83,1.2254706546249254,83,1.2280265582393832,0.01764563090051062,1.0020856506068194,0.811105428175285,1.0
W1X9,100,0.9357706473665697,100,0.9431628473665695,0.062011489784910945,1.007899585246452,0.6841370748735173,0.8524434090780352,83,0.9414638811015089,83,0.9438009895352444,0.01970954273568731,1.0024824196452455,0.9819628611059914,1.0
W2X0,100,0.6760802006105372,100,0.6830580006105371,0.047196952147607864,1.01032096487029,0.8012968045333531,0.8524434090780352,83,0.6779233090442721,83,0.6805830680804164,0.017740801592523572,1.0039233922195328,0.9048791610806936,1.0
W2X1,100,1.4887472340302708,100,1.498233834030271,0.08528146107532893,1.0063722032747753,0.4977460678407807,0.8524434090780352,83,1.4948333978856927,83,1.496870988247138,0.01858086400262499,1.0013630885985871,0.9587870849939935,1.0
W2X2,100,1.2862994816282636,100,1.2953870816282633,0.07319770227070284,1.0070649177192361,0.6087280169286562,0.8524434090780352,83,1.291326628616216,83,1.2936066286162153,0.018418982113919468,1.0017656261006889,0.9948461285683233,1.0
W2X3,100,1.1996539078161967,100,1.2068137078161962,0.054935417560356574,1.0059682212956176,0.7433546023189108,0.8524434090780352,83,1.2039445295029436,83,1.206443083719811,0.0191043950264214,1.0020753067567814,0.9587870849939935,1.0
W2X4,100,1.3578314104764158,100,1.3681928104764152,0.0832557095727512,1.0076308442418223,0.6662806847264114,0.8524434090780352,83,1.3646739550547293,83,1.3669402201149692,0.01837866201718965,1.0016606641109003,0.8590094131388711,1.0
W2X5,100,1.1937300925759298,100,1.2032422925759294,0.07672805592905306,1.007968467963703,0.6259351579327082,0.8524434090780352,83,1.1993623720940019,83,1.201637793780749,0.018444587629302543,1.0018971928248628,0.8972078650465124,1.0
W2X6,100,0.9361309662249576,100,0.9442941662249583,0.061287816423303505,1.0087201473880516,0.7946933708679246,0.8524434090780352,83,0.9415837662249578,83,0.9441112361044759,0.018940053669166332,1.0026842751225962,0.8186272028860847,1.0
W2X7,100,1.307235351372307,100,1.3145997513723078,0.053745380677801775,1.005633568578351,0.772166963171007,0.8524434090780352,83,1.310432985107248,83,1.3129693706494163,0.01836337476879015,1.001935532431642,0.9459254353033502,1.0
W2X8,100,1.300464213750322,100,1.3102058137503223,0.0803891293188721,1.0074908635677926,0.5244482866497573,0.8524434090780352,83,1.3044124884491168,83,1.3064876691720089,0.01720615661468554,1.00159089301986,0.9433545768113377,1.0
W2X9,100,1.16019535019044,100,1.1676759501904401,0.05731431504437008,1.0064477072751346,0.7267854738815884,0.8524434090780352,83,1.1640942899494764,83,1.1665499526000789,0.01874072919377665,1.0021095049359867,0.9536409492961234,1.0
W3X0,100,1.0018228912254776,100,1.0124926912254777,0.08119881819701931,1.0106503855057138,0.7359753389063449,0.8524434090780352,83,1.0085692623098148,83,1.0109116719483695,0.017945383748647938,1.0023225074628888,0.7886467316856922,1.0
W3X1,100,0.550008982245628,100,0.558017982245628,0.06161388084242996,1.0145615803714698,0.75632475484396,0.8524434090780352,83,0.5555098689926157,83,0.5579992665829774,0.019139315478001805,1.0044812841847006,0.884443820111001,1.0
W3X3,100,1.0502290895527755,100,1.0559740895527754,0.038188916322371806,1.0054702350726605,0.9076041504611124,0.9076041504611124,83,1.052594024492534,83,1.0554251088298836,0.018549109116745045,1.002689626077551,0.8387651313309142,1.0
W3X4,100,1.4018286699858422,100,1.4116996699858424,0.07354206754843612,1.0070415167069595,0.6618453757686613,0.8524434090780352,83,1.4063198748051198,83,1.4086712001063244,0.017495444083164783,1.0016719704694002,0.9023208486109037,1.0
