	Disease	Type	Train	Test	NTree	NSample	Min_paired	AUC
133	IBD	s2s	27	38	101	7	0.0	0.9163533834586466
134	IBD	s2s	27	48_1	101	7	0.0	0.5078571428571429
135	IBD	s2s	27	59	101	7	0.0	0.6129032258064516
136	IBD	self	27	27	101	7	0.0	0.9396396396396396
137	IBD	lodo	others	27	101	7	0.0	0.6869978086194303
138	IBD	s2s	27	36	101	7	0.1	0.6683192410080802
139	IBD	s2s	27	38	101	7	0.1	0.8672462406015038
140	IBD	s2s	27	48_1	101	7	0.1	0.5485714285714285
141	IBD	s2s	27	59	101	7	0.1	0.6497520706190061
142	IBD	self	27	27	101	7	0.1	0.9477477477477476
143	IBD	lodo	others	27	101	7	0.1	0.7120525931336742
144	IBD	s2s	27	36	101	7	0.2	0.7078774339067991
145	IBD	s2s	27	38	101	7	0.2	0.9170582706766915
146	IBD	s2s	27	48_1	101	7	0.2	0.5467857142857142
147	IBD	s2s	27	59	101	7	0.2	0.6561410200523103
148	IBD	self	27	27	101	7	0.2	0.9441441441441442
149	IBD	lodo	others	27	101	7	0.2	0.6983929875821767
150	IBD	s2s	27	36	101	7	0.3	0.6912901220813641
151	IBD	s2s	27	38	101	7	0.3	0.9111842105263156
152	IBD	s2s	27	48_1	101	7	0.3	0.5546428571428572
153	IBD	s2s	27	59	101	7	0.3	0.7288442676547515
154	IBD	self	27	27	101	7	0.3	0.9684684684684683
155	IBD	lodo	others	27	101	7	0.3	0.6909788166544922
156	IBD	s2s	27	36	101	7	0.4	0.7070066806612643
157	IBD	s2s	27	38	101	7	0.4	0.9198778195488722
158	IBD	s2s	27	48_1	101	7	0.4	0.5167857142857143
159	IBD	s2s	27	59	101	7	0.4	0.6488529860505666
160	IBD	self	27	27	101	7	0.4	0.9585585585585586
161	IBD	lodo	others	27	101	7	0.4	0.689590942293645
162	IBD	s2s	27	36	101	7	0.5	0.7123709506553616
163	IBD	s2s	27	38	101	7	0.5	0.9149436090225564
164	IBD	s2s	27	48_1	101	7	0.5	0.4860714285714286
