	PC0	PC1	PC2	Group	distance	weights
S2_009_026G1	-0.09037439848747245	0.00453997271275848	-0.0008662148494211671	1	0.9874774861281501	1.0
S2_009_027G1	-0.10205093440722345	0.0026672943552032012	-0.0008917884060805211	1	0.9875085546704714	1.0
S2_009_028G1	-0.10556807315519263	0.004554437440760902	-0.0008986388153596708	1	0.9873928360166442	1.0
S2_010_005G1	0.51671596184463	0.60079034050332	-0.0004272750619808456	1	0.7609534774173632	1.0
S2_010_006G1	0.51671596184463	0.60079034050332	-0.0004272750619808456	1	0.7609534774173632	1.0
S2_010_007G1	0.722948132499625	-0.12782012499163767	-0.0023301655390125563	1	0.9037760610867053	0.0
S2_010_008G1	-0.050162029046194975	-0.00035446004675075113	-0.0010996597038081305	1	0.9836989153619488	1.0
S2_010_016G1	-0.04888905518418311	0.00018679833898144533	-0.0006045454340617713	1	0.9897692683863423	1.0
S2_010_017G1	-0.0553155947972006	0.004168846956885984	-0.0008949138699987265	1	0.9864169997991237	1.0
S2_010_018G1	-0.038554440222546206	0.0025187934458272927	-0.0005055226102835482	1	0.9904380278485857	1.0
S2_010_019G1	0.08082607830725981	-0.016790569428044442	-0.0010962798332138713	1	0.9813998624789696	1.0
S2_010_021G1	-0.029392613311829244	-0.00015113195947514247	-0.0003698524056010346	1	0.9915747360733542	0.0
S2_010_022G1	0.0404932102613445	-0.009273076606015172	0.0004727793589304366	1	0.9959586028273081	0.0
S2_010_023G1	0.038718349116798875	-0.011929456445397016	6.180442658416334e-05	1	0.994096693067889	0.0
S2_010_024G1	0.06357036825051907	-0.014969742355220582	1.0716551128234049e-05	1	0.9936360343489048	0.0
S2_010_026G1	2.9049203847941398e-05	-0.005806680853624614	-0.00023476995111921682	1	0.9924295500662955	0.0
S2_010_030G1	0.016482791580421905	-0.011142594173313885	0.0005462786969758275	1	0.9964056681534439	0.0
S2_011_007G1	-0.08385790321461092	-0.014315034874774944	-0.0005205142055734529	1	0.9916223920874617	0.0
S2_011_008G1	-0.07800446974986186	-0.011552066981017352	-0.0006709663823497393	1	0.9901196587753851	1.0
S2_011_009G1	-0.10214528961469498	-0.006979220281559045	-0.0006238956425908847	1	0.9907243725363848	0.0
S2_011_010G1	-0.08935950781557893	-0.013926520562875775	-0.0005093076124154217	1	0.9917698310751383	0.0
S2_011_011G1	-0.10808143965507438	-0.0055281366681051184	-0.0006445087725240735	1	0.9905691885052547	1.0
S2_011_012G1	-0.0700870134198324	-0.011908796820578252	-0.0005467783586048591	1	0.9911252933225012	0.0
S2_011_013G1	-0.06621144521974133	-0.01811424419377213	-0.00014502287303392257	1	0.9940809602394406	0.0
S2_011_014G1	-0.10448551805564975	-0.012889456667845111	-0.0003833996170113955	1	0.9928435616412408	0.0
S2_011_015G1	-0.11760385550179212	-0.0029648096639599826	-0.00048273168563400733	1	0.9919490226968004	0.0
S2_011_016G1	-0.0713916809224535	-0.01791156141757537	-0.000465614286601016	1	0.9920181565993653	0.0
S2_011_017G1	-0.11627220107270597	-0.0065549949573070684	-0.0005539842913254494	1	0.9915000523133647	0.0
S2_011_018G1	-0.11038142718348827	-0.013646886670981184	-0.0004705354436946977	1	0.9923210867754241	0.0
S2_011_019G1	-0.10741585764516402	-0.01237153057531748	-0.0003759514984335739	1	0.9929112733667883	0.0
S2_011_020G1	-0.0808009984326805	-0.01908514283931359	-0.00012505883296520863	1	0.9943512195123698	0.0
S2_011_021G1	-0.09406196299340425	-0.016419639210486184	-0.00017640350143860976	1	0.9941223593153099	0.0
S2_011_022G1	-0.10833614174088498	-0.013938089442566375	-0.00034503031422143736	1	0.9931752279242568	0.0
S2_011_023G1	-0.10212021331859605	-0.013610407885120916	-0.00033940578065871685	1	0.9931341187616098	0.0
S2_011_024G1	-0.12458091930117078	0.00021884642433825206	-0.0005948792642675092	1	0.9910135027838468	0.0
S2_011_025G1	-0.1219542792086341	-0.00509677913910947	-0.0005217781026398804	1	0.9917789124998275	0.0
S2_011_026G1	-0.0812064458831396	-0.022671813557493516	0.00042614068904595905	1	0.9967234851070306	0.0
S2_011_028G1	-0.08243267918654469	-0.021501379226863085	0.0005302541696976414	1	0.9970253240455688	0.0
S2_012_005G1	0.6027764942430133	-0.11450819376694887	-0.00205270251479213	1	0.9334508126044407	0.0
S2_012_007G1	0.1176315537404256	-0.02419269052159521	0.0007780217696527205	1	0.9968057275038281	0.0
S2_012_008G1	0.5762422814197409	-0.10786910863980777	-0.0016218078518447862	1	0.9555836393753749	0.0
S2_012_009G1	0.34740947662712773	-0.07450314308993239	-0.0005755817550583661	1	0.9865473206532688	1.0
S2_012_010G1	-0.04955310167514438	-0.01572910410433659	0.002109447806810665	1	0.9992943522956722	0.0
S2_012_011G1	-0.06432594097166502	-0.012973575116386289	0.0019062704336196587	1	0.9991519021402961	0.0
S2_012_012G1	-0.04213119755080856	-0.013600353983111877	0.0017260318133395522	1	0.9989577271098964	0.0
S2_012_013G1	-0.03645031061519129	-0.016187224336781363	0.0015169052521666862	1	0.9987287071492134	0.0
S2_012_014G1	-0.029850179200435673	-0.019955202389541515	0.0013972165429517055	1	0.99858249123429	0.0
S2_012_015G1	-0.04991187877935532	-0.008511401632258817	0.0017090231040718061	1	0.9989297525639996	0.0
S2_012_016G1	0.053351819756003824	-0.01951782985602482	0.002624021602845497	1	0.9995008895981435	0.0
S2_012_017G1	0.05506112641917915	-0.009733644040796375	0.0002559878203233258	1	0.9949187948585501	0.0
S2_012_018G1	0.05410182455988027	-0.016053960489586103	0.0025910806489226196	1	0.9994761870549805	0.0
S2_012_019G1	0.06787745605285445	-0.01717117078813959	0.002675450591239964	1	0.9995086461628168	0.0
S2_012_020G1	0.09564458895138354	-0.021011983538611244	0.002074344730676753	1	0.9990996695543691	0.0
S2_012_021G1	0.06794609327433983	-0.01667173572881993	0.0022637879742440424	1	0.9992682788085177	0.0
S2_012_022G1	0.10117109669540907	-0.022053406858975076	0.0022950991798267517	1	0.9992687517683161	0.0
S2_012_023G1	0.058626270675666996	-0.015756612649211327	0.0025562534121095076	1	0.999453666712245	0.0
S2_012_024G1	0.09170766910581729	-0.018996634643838214	0.001735343346020287	1	0.9987495327251796	0.0
S2_012_025G1	0.08979569875053224	-0.01851385121881729	0.001780286375894034	1	0.9988035042406909	0.0
S2_012_026G1	0.0952962878725106	-0.019098793145825195	0.0022024725705992393	1	0.9991976673199557	0.0
S2_012_027G1	0.05035742371144238	-0.014531567553149351	0.00233652700766515	1	0.9993303865114483	0.0
S2_014_007G1	0.34878170696935873	-0.06759338200337872	-0.0013767865715630019	1	0.9704322398761486	0.0
S2_014_009G1	-0.0590345957087837	-0.01650586125988876	0.0015699601214601974	1	0.9988366123417781	0.0
S2_014_010G1	0.0012306649196998974	-0.0034612106828020963	-0.0001282266188449352	1	0.9930776313197045	0.0
S2_014_011G1	0.07112368049921305	-0.004688933725789784	-0.0005877319610545737	1	0.9880723604944188	1.0
S2_014_013G1	0.07186879110084647	-0.007186589727324174	-0.0001751345416654063	1	0.9920283703386916	0.0
S2_014_015G1	0.08364670536610691	-0.004519401076378429	-0.0001987451854942513	1	0.9915935664287246	0.0
S2_014_016G1	0.08375265967902946	-0.0017890142518456687	-0.00012511705272433518	1	0.9920676155269154	0.0
S2_014_017G1	0.10678188005108927	-0.004966127348549232	0.0011805483173508147	1	0.9976765447749715	0.0
S2_014_018G1	0.052214329229013014	-0.003242665649613291	0.0008219232589869326	1	0.9969736930973556	0.0
S2_014_019G1	0.07118080244847647	-0.003721729054698222	-0.00017748695570500954	1	0.9918961157097005	0.0
S2_014_020G1	0.06244833298129866	-0.00832303595993651	0.0007525473537198477	1	0.9967852408776128	0.0
S2_014_021G1	0.12253774438650726	-0.012335372072470761	-9.390742722456084e-05	1	0.9921817322169089	0.0
S2_014_023G1	0.034357119344562245	-0.005056970073348027	0.0001443957526069418	1	0.9944157662229093	0.0
S2_014_024G1	0.0038095913003335443	-0.0014843934717986204	-0.00033516895447334726	1	0.9914561119866192	0.0
S2_014_025G1	-0.03480670807557001	0.0007449984409565331	-0.00044412674786130623	1	0.9909983477083224	0.0
S2_014_026G1	-0.05151824457565699	0.0024358345096500166	-0.00042375105326682903	1	0.9913393472675659	0.0
S2_014_028G1	-0.06828426331421458	0.0018684887607324846	-0.000426683759115246	1	0.9915654111353269	0.0
S2_015_005G1	0.09660962972718337	-0.04920337742015456	0.003380509021518019	1	0.9997735506619708	0.0
S2_015_006G1	0.07546168356418899	-0.0538522676139144	0.001464572251669994	1	0.9986466157095544	0.0
S2_015_009G1	0.035383838873101835	-0.02271487934231233	0.0018663953160630918	1	0.9990094592362246	0.0
S2_015_010G1	0.9945686174256675	-0.15796476347678318	-0.0027341796944307627	1	0.8246826036560212	0.0
S2_015_011G1	0.012757598535555349	-0.023464512031242803	0.0016191444425563595	1	0.9987926014037258	0.0
S2_015_012G1	-0.004951337938838871	-0.017360623398589153	-0.0011327705933532064	1	0.9832296529517024	1.0
S2_015_013G1	-0.0994405784427965	-0.0028458993119580677	-0.0009762770444333426	1	0.9867339462495829	1.0
S2_016_007G1	-0.06119341601631049	0.0033330553514429526	-0.0008919533327275644	1	0.9866300743379623	1.0
S2_016_008G1	-0.07318876943414956	0.005707514277471254	-0.0008977406076462729	1	0.9866716131627224	1.0
S2_016_009G1	-0.033606792110302944	-0.005665705720431083	-0.0010089045661625597	1	0.9849977908245331	1.0
S2_016_010G1	-0.06191220778487284	-0.0014200738332670888	-0.0008710787892337778	1	0.9871781467752606	1.0
S2_016_011G1	-0.08112257707517924	0.00018496100036507896	-0.0007922974219642428	1	0.9883791702984253	1.0
S2_016_013G1	-0.035071173653489614	-0.005491843950602633	-0.0008575163279231385	1	0.9870254184090343	1.0
S2_016_014G1	0.014126914996438493	-0.008838390467529947	-0.0009993908677961314	1	0.9841862357388216	1.0
S2_016_015G1	-0.034683845217018276	-0.0016986506749754181	-0.0007476619071118836	1	0.9881076890633971	1.0
S2_016_016G1	0.01988504283482645	-0.008586334985483201	-0.0009485058642962769	1	0.9847756061210414	1.0
S2_016_017G1	-0.055496265367914646	0.0024616491715891992	-0.0008742183475110507	1	0.9867846020669881	1.0
S2_016_018G1	0.04912810156712642	-0.017589715439993703	-0.0008077954299514418	1	0.986586266300785	1.0
S2_016_019G1	-0.01148716125495385	-0.004942418150679863	-0.0007940681146055017	1	0.9872874497473945	1.0
S2_016_021G1	0.05563421808578613	-0.018128508071615285	-0.0009909615580644979	1	0.9839148770544778	1.0
S2_016_023G1	0.019604579401239577	-0.013571157081412464	-0.0008248544198441245	1	0.9867596220291237	1.0
S2_016_024G1	0.057218456838299785	-0.026524022071625193	-0.0008798677142416183	1	0.9860109266575641	1.0
S2_016_025G1	-0.00984040674849034	-8.197319853550186e-05	-0.0008117654919223445	1	0.9867581917758363	1.0
S2_016_026G1	0.04957314418367976	-0.012317373929810088	-0.0009871448358180128	1	0.9837165412405906	1.0
S2_016_027G1	-0.0009046459764063962	-0.007116644740681557	-0.0009127964698084632	1	0.9856673405654527	1.0
S2_016_028G1	-0.02790546911020381	-0.005498889368387258	-0.0008674083927704335	1	0.9867535142179955	1.0
S2_017_006G1	-0.14000039346985776	0.006368225508920359	-0.0008123224308899978	1	0.988916804945822	1.0
S2_017_007G1	-0.13585278639670414	0.00451434603951447	-0.0007696536251370053	1	0.9893745827954261	1.0
S2_017_008G1	-0.11920337128625469	0.0023993379886252295	-0.0006553716389433988	1	0.9903052752751577	1.0
S2_017_009G1	-0.03199739231804602	-0.00263250622458589	-0.0009354288215297164	1	0.9857837256022912	1.0
S2_017_010G1	-0.08983119003216834	0.0035331652728652608	-0.0008750102482165995	1	0.9874173234429136	1.0
S2_017_011G1	-0.11002936833269106	0.004925641230526209	-0.0008300390954038576	1	0.9882529890204433	1.0
S2_017_012G1	-0.10396355387667176	0.004313296795779763	-0.0008609544966949632	1	0.9878182383063896	1.0
S2_017_013G1	-0.04862727491080278	-0.0035243140600092764	-0.0009513104679415906	1	0.9859985228966415	1.0
S2_017_014G1	-0.11188824080960008	0.004731795984198133	-0.0008876049109747278	1	0.9876393357590625	1.0
S2_017_015G1	-0.032939917341091376	-0.0045522000548787874	-0.0009982785662353048	1	0.9850596320099275	1.0
S2_017_017G1	-0.08025229964849434	0.0018676713520649826	-0.0008921689778051802	1	0.9871092055603382	1.0
S2_017_018G1	-0.010078048018239668	-0.006769190802169576	-0.0010310042196225073	1	0.9841753900759157	1.0
S2_017_019G1	-0.07337408699753666	0.002130000785503509	-0.0009152443720863223	1	0.9866635495718621	1.0
S2_017_020G1	-0.09298521717947456	0.003884255461640079	-0.0008940294652963175	1	0.9872322159991793	1.0
S2_017_021G1	-0.07443312528549802	0.004474269180742497	-0.0009300043595287299	1	0.986358296263648	1.0
S2_017_022G1	-0.048878940943684016	-0.0013706964975063205	-0.000992626453354631	1	0.9853064989216145	1.0
S2_017_023G1	-0.11526037025373624	0.004934312846145915	-0.0009074195951787033	1	0.9874605127041681	1.0
S2_017_024G1	-0.018357987409381275	-0.005072896782305503	-0.0010491007356091058	1	0.9839929507998775	1.0
S2_017_025G1	-0.089481308861569	0.0037202283880448258	-0.0008824556464754451	1	0.987310518001399	1.0
S2_017_026G1	-0.0005567709175599798	-0.008438287232074284	-0.001021728386258929	1	0.9841916106455435	1.0
S2_017_027G1	-0.07709172631874266	0.0005448586825007374	-0.0008035835603818199	1	0.9881595102976911	1.0
S2_017_028G1	-0.03717746188701856	-0.005056574460133405	-0.0008962646176738751	1	0.9865583761206247	1.0
S2_018_006G1	0.29488434614986503	-0.06305806569228734	-0.0005520627412853874	1	0.9872726671610975	1.0
S2_018_007G1	0.49414327727246277	-0.09642239882670611	-0.0017495699576807993	1	0.9537733160920544	0.0
S2_018_008G1	-0.13780191451944881	0.006108261856679032	-0.0008627961190948834	1	0.9883442397787965	1.0
S2_018_009G1	-0.1363996811038918	0.0045610949325123025	-0.0008628612564014868	1	0.9883967897165753	1.0
S2_018_010G1	-0.12240841403986376	0.005286658622777253	-0.000846357876538103	1	0.988283176548946	1.0
S2_018_011G1	-0.08744259264769076	-0.00045821657323076234	-0.0008803203308255556	1	0.9875264771389632	1.0
S2_018_012G1	-0.13270379267003912	0.005069447795995452	-0.00087659948056391	1	0.9881484280538175	1.0
S2_018_013G1	-0.13520824903974357	0.006388981310650478	-0.0008658944723418711	1	0.9882470243584007	1.0
S2_018_014G1	-0.1385704262593651	0.005223871542532637	-0.0008644151570454962	1	0.9883858342849489	1.0
S2_018_015G1	-0.12141702804005193	0.0066237002689475315	-0.0007987801351139151	1	0.9887177463917393	1.0
S2_018_016G1	-0.10599389757062974	0.004389437809349624	-0.0008040989256746519	1	0.9884926801466247	1.0
S2_018_017G1	-0.13050528009906004	0.005190260227255652	-0.0008130429104136019	1	0.9887986635947521	1.0
S2_018_018G1	-0.1300536188814319	0.004989350886260737	-0.0007632230839824485	1	0.989319177431312	1.0
S2_018_019G1	-0.1306650066194925	0.006995664620537367	-0.000830419885114308	1	0.9885239697030016	1.0
S2_018_020G1	-0.12294755964043523	0.005062153976348625	-0.0007336042971569214	1	0.9894946838962737	1.0
S2_018_021G1	-0.1305396388214151	0.00632687704502721	-0.0007902471849294176	1	0.9889846291114204	1.0
S2_018_022G1	-0.09560775085727542	0.0025528984798844096	-0.0006671809119757778	1	0.9898132022866422	1.0
S2_018_023G1	-0.11075573302025912	0.0035848904466520186	-0.0006525000847624543	1	0.9901494096629615	1.0
S2_CON_000E1	0.15351906597463993	-0.03698510187019172	-0.0009305213013276893	0	0.9836703983508415	0.2926829268292683
S2_CON_001E1	0.51671596184463	0.60079034050332	-0.0004272750619808456	0	0.7609534774173632	0.07317073170731707
S2_CON_002E1	0.03206208747181212	-0.021468126436150176	-0.0009323784439376426	0	0.9855543932653653	0.5609756097560976
S2_CON_002E2	0.15795530561015977	-0.038235649136817915	-0.0006054660075952375	0	0.9879853718651964	3.073170731707317
S2_CON_003E1	0.21546666979078077	-0.05761809946765261	-0.0014241045311053622	0	0.9738031489738118	0.0
