	PC0	PC1	PC2	Group	distance	weights
N2_039_035G1	-0.0349439338627925	0.00806781987472454	-0.0002604768990916661	1	0.9921987401428265	0.0
N2_039_037G1	-0.014379635140567656	0.0035534582681940865	-0.00043719384428985277	1	0.9906464916305354	1.0
N2_039_044G1	0.006554049924014242	0.005785618071509252	0.0018688795168131445	1	0.9989290211469419	0.0
N2_060_008G1	-0.12462425345535975	0.014308308737274794	-0.0006097823382781236	1	0.9903009920315579	1.0
N2_060_009G1	-0.1301268466031953	0.013938689473597669	-0.0005987645275287611	1	0.9905015819034404	1.0
N2_060_011G1	-0.1268178602930038	0.014768706556852666	-0.000618053203555357	1	0.9902385497496005	1.0
N2_060_013G1	-0.11798001763024471	0.011739862710984345	-0.0005267008606390084	1	0.9910462071467883	0.0
N2_060_015G1	-0.12341808105121892	0.009004900413777014	-0.0005863999816768564	1	0.9907162687378954	0.0
N2_060_016G1	-0.1333507768176751	0.013647799220097491	-0.0006049438481493923	1	0.9905066206251084	1.0
N2_060_019G1	-0.047932643532728345	-0.0025613711328842975	-0.0006824524184953725	1	0.9890975643313217	1.0
N2_060_020G1	-0.12590309314626585	0.015222284588918169	-0.0006079332559081007	1	0.9902987467831887	1.0
N2_060_021G1	-0.11648729759716106	0.008800072289543071	-0.0005164978605110123	1	0.9912263789337148	0.0
N2_061_007G1	-0.0633756943981033	-0.00407978763031837	0.0017133924670858004	1	0.9989362842961507	0.0
N2_061_008G1	-0.06297521229526078	-0.0033363476557144965	0.001868017549670735	1	0.9990795826825509	0.0
N2_061_015G1	0.016956629837988308	-7.032180096840509e-05	-0.0006381174132706571	1	0.9882836517731639	1.0
N2_061_019G1	0.07878173708855053	-0.00630478307459526	-0.00036111193545587233	1	0.9903380339005703	1.0
N2_061_021G1	0.0505016239591119	-0.004961864826618349	-0.00035668317157234547	1	0.9907480524388407	0.0
N2_061_025G1	0.030328589818129435	0.002157292115432553	-0.0006735159023636663	1	0.9875004916969272	1.0
N2_061_082G1	-0.01079091063117479	0.004017785679725719	-0.0002164172021915544	1	0.992364008488507	0.0
N2_064_009G1	-0.036241500188250224	-7.848096747736021e-05	-0.0006289331866362889	1	0.9893284184033977	1.0
N2_064_011G1	-0.018576707615679026	-0.00015398740823018348	-0.0003722267801590508	1	0.9914087882389722	0.0
N2_064_013G1	-0.020330125412078768	0.0033107464177188355	-0.0001326868358432409	1	0.9930792455695174	0.0
N2_064_016G1	-0.013912347829732422	0.0017904397786184648	-0.00012131782403086547	1	0.9931298270342205	0.0
N2_064_017G1	0.004583048497399234	0.0020893119905092974	0.0001539705975820106	1	0.9945544442506473	0.0
N2_064_020G1	-0.02578443399140056	0.004423639380384305	-0.00020803014691543877	1	0.9925908406075322	0.0
N2_064_025G1	-0.04162427184573328	0.011090194548892058	-0.00014828544366370854	1	0.9929725996038422	0.0
N2_064_027G1	-0.043800503989522836	0.011849162647401053	-8.12234703383488e-05	1	0.9934096754927895	0.0
N2_064_031G1	0.040571275949744856	-0.0038889848790595485	-0.00013935440381951505	1	0.9925639969836437	0.0
N2_064_036G1	-0.01578596794390555	0.004053852513795584	-0.0003282503992549231	1	0.9915698589838989	0.0
N2_064_043G1	-0.035117575088537974	0.006058960355714171	-1.3292598052092778e-06	1	0.9939656864694113	0.0
N2_065_008G1	-0.11560127872705897	0.018410266720262015	-0.000810402152205982	1	0.9878733110145942	1.0
N2_065_009G1	-0.1080660256055795	0.015101768086927113	-0.00082939451984267	1	0.9876842196441727	1.0
N2_065_011G1	-0.1082678729224315	0.016877343183003327	-0.0007810618498999454	1	0.9881488568037651	1.0
N2_065_014G1	-0.06447911892080198	0.013381408379418069	-0.0007848891044241837	1	0.9874431140067547	1.0
N2_065_017G1	-0.10482151815884042	0.01727643404198334	-0.0006579516866802598	1	0.9893822703325723	1.0
N2_065_019G1	-0.11216395860631492	0.01856969496791496	-0.0006978537610301927	1	0.9890370526552286	1.0
N2_065_022G1	-0.1176049834056106	0.021222375749971076	-0.0006257846401425648	1	0.9897330151638531	1.0
N2_065_024G1	-0.11737742810456787	0.018732299894805213	-0.000523891743276017	1	0.9907814523637296	0.0
N2_065_026G1	-0.11978655893620481	0.01941185513300984	-0.0005555885346132425	1	0.9905066412274668	1.0
N2_065_029G1	-0.107867789922558	0.04032161021097136	-0.00017470438788806693	1	0.9926220172416602	0.0
N2_065_038G1	-0.11364246853918986	0.022268145385616438	-0.0005986642809837378	1	0.9898849816770868	1.0
N2_065_046G1	-0.08887266930524347	0.012356208125514363	-0.00023414306592199038	1	0.9928866207964642	0.0
N2_065_052G1	-0.11724091158378822	0.01860961027136545	-0.00037677022560605935	1	0.9919912338245236	0.0
N2_065_059G1	-0.0890215439585275	0.01505152838628025	-9.505689452899205e-05	1	0.9936989420213803	0.0
N2_066_009G1	0.011131843830567083	-0.009850699137248186	-3.5615230643992814e-05	1	0.9937425015484387	0.0
N2_066_011G1	0.0629738055748264	-0.001687466815888159	7.06309354794093e-05	1	0.993632629110475	0.0
N2_066_013G1	0.05966465930466613	-0.005293233965778031	0.00016595983226856873	1	0.9943097667188635	0.0
N2_066_015G1	0.06752094392604169	-0.018564018477616337	0.0003943201744455748	1	0.9956339062183034	0.0
N2_066_017G1	-0.017598516448425326	-0.016765151939532603	0.000933587125086796	1	0.9977110498869793	0.0
N2_066_019G1	0.016083935715728685	-0.01707937300362579	0.00128416088542491	1	0.9982769558104552	0.0
N2_066_021G1	-0.019281461181993108	-0.011577764002524294	0.0007970905401469132	1	0.9973369739144304	0.0
N2_066_024G1	-0.0021128427710660385	0.012158881888686324	-4.875354620141754e-05	1	0.9931616113340422	0.0
N2_066_031G1	0.02819095077915005	-0.01192916798565496	0.0012333313902455417	1	0.9981124968334285	0.0
N2_066_033G1	0.0016829685012588174	0.004422472647455398	0.0005859504333891543	1	0.996379303948062	0.0
N2_066_037G1	-0.00800019071020734	0.0011749851959875174	0.0005430256606514044	1	0.9963384345539241	0.0
N2_066_048G1	0.008141152684154421	-0.0042936178343859575	0.00010707849717847784	1	0.9944316556227154	0.0
N2_066_050G1	-0.0020548286352162553	0.009973468547128352	0.0010943822775614565	1	0.9977352298772407	0.0
N2_066_060G1	0.03308767630671978	-0.006792581658536795	0.0003984958710082187	1	0.9956641801507874	0.0
N2_066_064G1	0.013841067539469674	-0.009064400131027026	0.0008138736685934817	1	0.9972054791916568	0.0
N2_069_014G1	0.08488068285941218	-0.013782225053623226	-0.0009595822228591093	1	0.983331632915574	1.0
N2_069_015G1	-0.006427564927087736	0.004162334508844445	-0.0005344644237582827	1	0.9895794330979417	1.0
N2_069_017G1	-0.0077421378581080304	0.009779796537499512	-0.00041493730186667113	1	0.9904877408184811	1.0
N2_069_018G1	0.011149838201752705	0.0012284200257330698	-0.0006215191870447478	1	0.9885076492696824	1.0
N2_069_019G1	-0.06460630963436936	0.0064505817618109975	-0.0008217907528905305	1	0.9873879571081202	1.0
N2_069_021G1	0.0001213926979901008	-0.00020887285913854717	-0.00078047463431962	1	0.986948256892749	1.0
N2_069_024G1	-0.10051205186139797	0.010101002492405855	-0.000861730975808394	1	0.987426157820499	1.0
N2_069_027G1	-0.11617165453349562	0.016468167517978628	-0.0008186493387865593	1	0.9878928298025148	1.0
N2_069_028G1	-0.118615155937169	0.011327303450922003	-0.0008151749150665439	1	0.9882484146624836	1.0
N2_069_029G1	-0.1126450789441158	0.012414369984878753	-0.0008540630141043605	1	0.9876305426553532	1.0
N2_070_016G1	0.030777709334339327	-0.007213785046221535	0.0027310765141958997	1	0.9995413305614126	0.0
N2_070_019G1	0.04440008312173317	-0.007275460458449035	0.0010409844328249918	1	0.9976210502412656	0.0
N2_070_020G1	0.03470902054374802	0.0007990259981750243	0.0002774454514649042	1	0.9949514610570351	0.0
N2_070_024G1	0.006389636560104617	0.004613795270840863	4.027420497876306e-05	1	0.9938426735224102	0.0
N2_070_027G1	-0.07482577741565859	0.009158358418399395	-0.0006076220437141406	1	0.9897572119476182	1.0
N2_070_030G1	-0.10154448213956314	0.020361410075015095	-0.0006082086999810955	1	0.9896811642120822	1.0
N2_070_036G1	-0.08508654378127536	0.00884273433566259	-0.00038618649258805336	1	0.9918526750134871	0.0
N2_070_042G1	-0.06422169281622903	0.002507862086754213	-0.0007148128521694265	1	0.9887968682875536	1.0
N2_070_057G1	-0.0587212944443314	0.0018189262240744738	-0.0007123084886032288	1	0.9887594675327066	1.0
N2_070_060G1	-0.058215300612739516	0.006845997967329375	-0.0005791974942280801	1	0.9898674149139293	1.0
N2_071_007G1	-0.1158853854033945	0.01442956078030275	-0.0007583315737181762	1	0.9886647545769844	1.0
N2_071_008G1	-0.11164304695157479	0.02344004212929461	-0.000654387078730092	1	0.9892443481584783	1.0
N2_071_010G1	-0.0648531532998189	0.012537879014459628	-2.111299483362613e-05	1	0.9939653593523571	0.0
N2_071_013G1	-0.07263223149521779	0.014459269830992204	-6.50561908553869e-05	1	0.9937310479870302	0.0
N2_071_015G1	-0.08650265181725064	0.014934648273284033	-0.00029667304176323416	1	0.992333284740918	0.0
N2_071_017G1	-0.051593238536978406	0.006716485334600576	8.765857565680844e-05	1	0.9945866023363146	0.0
N2_071_019G1	-0.09545077785115232	0.015887782753163087	-0.0003709018915400066	1	0.9918527263277152	0.0
N2_071_021G1	0.23708203696543645	-0.037832958484099094	-0.0009481355486426316	1	0.9811220857005077	1.0
N2_071_023G1	-0.1086199166761783	0.017343171419145476	-0.0007138988310243658	1	0.9888657365380575	1.0
N2_071_025G1	-0.11470005154018935	0.023850389862259458	-0.00032964735473843293	1	0.9921323405780229	0.0
N2_071_027G1	-0.10983223457554528	0.019469969086632437	-0.00030648914058689744	1	0.9923930596714393	0.0
N2_071_029G1	-0.11810846823285347	0.018871845109249552	-0.00046945939074885334	1	0.9912525841346221	0.0
N2_071_030G1	-0.09813775633738892	0.014229609356620055	-0.00028853342811960037	1	0.9925558997500369	0.0
N2_088_008G1	-0.010137147436033236	0.00940595735873806	0.00031953604014878874	1	0.9953113644861349	0.0
N2_088_010G1	-0.08129478929121468	0.018212520164482226	-0.00042290166479849224	1	0.9911524272014254	0.0
N2_088_013G1	-0.017098261660054466	0.00715879914133482	-0.0005001306749282934	1	0.9899527622572617	1.0
N2_088_015G1	-0.031127570188670146	0.010396618585615906	-8.043229455308699e-05	1	0.9933229737147873	0.0
N2_088_018G1	-0.05995503224798345	0.013522441301338615	-0.00015960567604712724	1	0.9930265721085811	0.0
N2_088_022G1	-0.038179736747658954	0.006316052111829554	-0.00021091690175003127	1	0.9926548061021822	0.0
N2_088_027G1	-0.0046214314501651236	0.0030829947921992423	6.225160402269601e-05	1	0.9941159976764279	0.0
N2_088_034G1	-0.03896507552970224	0.0059676821952287205	-4.678517402255164e-05	1	0.993738751974086	0.0
N2_088_042G1	0.020848284156074627	-0.008739539798614684	-0.0001231079150306005	1	0.9930561014173356	0.0
N2_093_007G1	-0.0069987452599932715	0.006303434572139815	-0.0002003150793397337	1	0.9923580578807718	0.0
N2_093_008G1	-0.09560396442565983	0.014416770489326318	-0.0003127383664598641	1	0.9923446021837836	0.0
N2_093_008G2	-0.07225121258752297	0.013828956312251672	0.00011141906903555466	1	0.9947165200167903	0.0
N2_093_009G1	-0.10889229551951636	0.01816174950799953	-0.0006373548978212344	1	0.9896152912679508	1.0
N2_093_010G1	-0.10525223613303035	0.01768417861030155	-0.0007826929465070325	1	0.9880310069201338	1.0
S2_002_005G1	-0.06540065888141088	0.0025774126559427956	-0.000594623555681408	1	0.990023931582774	1.0
S2_002_007G1	0.4339204838152651	-0.0975303949919137	-0.0020195385506350935	1	0.946287370525707	0.0
S2_002_010G1	-0.01971622566334213	-0.008513048869335472	0.002434025493747007	1	0.9994404905268659	0.0
S2_002_011G1	0.053048549588645605	-0.0008582958178339556	0.004268916153170379	1	0.9998886192125164	0.0
S2_002_012G1	0.0005940550370464038	-0.0059584040145920615	0.002709146972102018	1	0.9995512459586137	0.0
S2_002_013G1	0.020327121233648677	-0.014942167657967338	0.0021139723285973724	1	0.9992111278294189	0.0
S2_002_014G1	0.022239818374609116	-0.00606204139622423	0.0029890724970014593	1	0.9996451981877911	0.0
S2_002_015G1	0.014742251967372217	-0.025985099090990442	0.0009859089108983023	1	0.9977992467193776	0.0
S2_002_016G1	0.09953782134348012	-0.020252618682699914	0.0025231728226175532	1	0.9994095929839734	0.0
S2_002_017G1	0.0698906171654229	-0.01579504199471125	0.0023893479683313908	1	0.9993469294297279	0.0
S2_002_018G1	-0.005001024741535136	-0.005086796999822834	0.0027226282808522706	1	0.9995592884447919	0.0
S2_002_019G1	0.13145335995603777	-0.013581931111889291	0.0034839756794037844	1	0.9997459259629089	0.0
S2_002_020G1	0.10087919201719218	-0.0076662654660901676	0.0032274911222573725	1	0.9996821641969799	0.0
S2_002_022G1	0.04574498867701351	-0.004546615627754356	0.0003767755557990471	1	0.9954371420350389	0.0
S2_002_023G1	0.05753770530130153	0.0021466286203986273	0.000948604117364423	1	0.9972316182430182	0.0
S2_002_024G1	0.08724599077987111	-0.009036150281940315	0.0010405750219233184	1	0.9974705805097913	0.0
S2_002_026G1	0.027421177685662042	-0.0037645974764519215	0.00019272264798840508	1	0.9946967365280834	0.0
S2_002_027G1	0.04848069033179174	-0.00788562067892705	0.0005420707958636365	1	0.996145933521721	0.0
S2_002_028G1	0.06289332505469733	-0.01012072455833783	0.001151845770559847	1	0.9978244937330508	0.0
S2_003_005G1	0.027475490993223613	-0.006901191287839746	0.0014889361055744463	1	0.9984918117546908	0.0
S2_003_007G1	0.09754140818381576	-0.01804898036481235	0.002048931098674047	1	0.999062302585831	0.0
S2_003_008G1	0.019391355685764222	-0.0009442922613821755	0.002496414430432739	1	0.999419653237149	0.0
S2_003_009G1	0.12370453805568293	0.005094081507618217	0.002539612299664854	1	0.9993236787924199	0.0
S2_003_010G1	0.12046915098636396	0.010652930320504558	0.002883320353407783	1	0.9995044579744818	0.0
S2_003_011G1	0.2121900548383356	-0.0321487687356506	0.001300621023476895	1	0.9978268495109555	0.0
S2_003_012G1	0.03257130087108813	-0.013189626865191326	0.001738816795750572	1	0.9988370174666726	0.0
S2_003_013G1	0.11175599137888337	-0.01840647121584137	0.0024270669548015268	1	0.9993341283674205	0.0
S2_003_014G1	0.08724678746987428	-0.008674865901260839	0.0016804667371713114	1	0.998629744866703	0.0
S2_003_015G1	0.10878985102663453	-0.02056293868991914	0.002216130984531185	1	0.9991960271036265	0.0
S2_003_016G1	0.08644725729289217	-0.015538352596015586	0.002218434423815504	1	0.9992086068196957	0.0
S2_003_017G1	0.05924707804592331	-0.01318371417439469	0.0025648464220212296	1	0.9994513749759595	0.0
S2_003_018G1	0.111253473984741	-0.008952705317984186	0.0025497784340850374	1	0.9993833164764143	0.0
S2_003_019G1	0.07079126325752018	-0.007604455674928003	0.002926106769463261	1	0.9995952217012787	0.0
S2_003_020G1	0.04887501412032292	-0.010013308057379823	0.0025522460760512215	1	0.9994461086376553	0.0
S2_003_021G1	0.09453845277667088	-0.017916928505663985	0.002023206270474933	1	0.9990428885825214	0.0
S2_004_006G1	0.0005135345308185913	-0.015997495603271735	0.0020824641366462148	1	0.9992160430924688	0.0
S2_004_007G1	0.0738520632308734	-0.012015789731209203	0.0016666025939724167	1	0.9986609750796848	0.0
S2_004_008G1	0.06414756278388054	-0.01381564071297121	0.0031466878310302446	1	0.9996849235935771	0.0
S2_004_009G1	0.0905798938269344	-0.018974381668356653	0.002673556650854319	1	0.999493530523589	0.0
S2_004_010G1	0.053581013959697124	-0.012391151413353403	0.002244498369382269	1	0.9992575875335574	0.0
S2_004_011G1	0.021714349283865304	-0.0017180166807838685	0.000590850219120697	1	0.9963787134362677	0.0
S2_004_012G1	0.013219516560696226	-0.0007601619323085808	0.0005966018477336827	1	0.9964322042185383	0.0
S2_004_013G1	0.06657815612804427	-0.02175404614834262	0.0007252550427200897	1	0.9968703250645901	0.0
S2_004_014G1	0.05184964656323192	-0.012554076778335073	0.000691308928305979	1	0.9967105743232327	0.0
S2_004_015G1	0.12087076202204046	-0.02122982336042044	-0.00019496841321559226	1	0.9917436867016811	0.0
S2_004_016G1	0.058628953667854804	-0.010857106629267541	0.0008302953089732409	1	0.9970676939030096	0.0
S2_004_017G1	0.03805330466320554	-0.014397340047275317	0.00016265538037773028	1	0.9947036709181449	0.0
S2_004_018G1	0.02705524227374809	-0.012520960555840278	0.00030064200778954483	1	0.9954021200012492	0.0
S2_004_019G1	0.029771384495002825	-0.015340517085440717	0.0002772345244010262	1	0.9953360328614208	0.0
S2_004_020G1	-0.035720942035570864	0.0015889124996322614	0.00013978569732747857	1	0.9948362397680679	0.0
S2_004_021G1	-0.020418825484583923	-0.006656137206119509	0.000553728546449666	1	0.9965686031725147	0.0
S2_004_023G1	-0.040817544997398286	-0.0026802369301236486	0.0002358747445282843	1	0.9954160113362648	0.0
S2_004_025G1	-0.04938993244083994	-0.003266576431409156	-5.411849084073714e-05	1	0.9940472677840415	0.0
S2_004_026G1	0.023771849004350122	-0.013212729488985605	0.0002743416778023875	1	0.9953239095257793	0.0
S2_004_027G1	0.09126230158737414	-0.018783210456245664	-0.0004918053635043214	1	0.9894349087490235	1.0
S2_004_028G1	0.04323928479075941	-0.017655084398498673	0.0012210685108047083	1	0.9980925944988344	0.0
S2_005_000G1	-0.09675030734281723	-0.005308635616431553	-0.0005890223774213275	1	0.9908832666480533	0.0
S2_006_005G1	0.9431255195099009	-0.15428940357720852	-0.002779885710355243	1	0.8278989383687484	0.0
S2_006_006G1	0.5860996767332692	-0.11297852606108359	-0.0022153091195635873	1	0.9244558470847263	0.0
S2_006_007G1	0.6373896136212867	-0.1223851762588845	-0.0023396733886041567	1	0.9124715165079735	0.0
S2_006_008G1	0.5738009120404972	-0.11237780372907422	-0.00215716250468086	1	0.9294028587472059	0.0
S2_006_009G1	-0.13778806172156957	0.003898448700246732	-0.0008360970389965018	1	0.9887463154258663	1.0
S2_006_010G1	-0.12828562923849127	0.002792260855928613	-0.0008056354999446858	1	0.9889552567234415	1.0
S2_006_011G1	-0.12008923937666288	0.002874236981209102	-0.0007707883503247623	1	0.9891713974029389	1.0
S2_006_012G1	-0.11487766603629516	0.0004426982752619912	-0.0008808433538114443	1	0.9880052153792769	1.0
S2_006_013G1	-0.09654510569136751	-0.002179265460211208	-0.0010163036035277097	1	0.9861161471143233	1.0
S2_006_014G1	-0.10988152669794658	-0.0014258312493571489	-0.0008567839784968726	1	0.988279802869823	1.0
S2_006_015G1	-0.12851419781115014	0.002383419076997151	-0.0008751961117421451	1	0.9882251561347613	1.0
S2_006_016G1	-0.11177384975128231	0.0005124133078088088	-0.0007161033081821538	1	0.9896916661871294	1.0
S2_006_018G1	-0.08604864450403828	-0.009294957731247935	-0.0009219720139341165	1	0.9874898548578319	1.0
S2_006_019G1	-0.07195152661954053	-0.002533634369512721	-0.0007412691146608123	1	0.9889008430363257	1.0
S2_006_020G1	-0.10397954814298196	0.004123680034363134	-0.000587119914438559	1	0.9906217413476942	1.0
S2_006_021G1	-0.09692004496536377	0.005139894739283506	-0.0006674690322055056	1	0.9897150587624521	1.0
S2_006_022G1	-0.07903356346316125	0.003501236318572523	-0.00047719416525160213	1	0.9912365155332855	0.0
S2_006_023G1	-0.05851612088879632	0.002853683610401125	-0.0006679744999572176	1	0.9891710998975507	1.0
S2_006_026G1	-0.10287948910053321	0.008967392286819652	-0.0006302402454749031	1	0.9899998301439683	1.0
S2_006_027G1	-0.0763329661769796	0.0069702752845695465	-0.0005843075612415014	1	0.9901021513640054	1.0
S2_008_007G1	0.35099777472118293	-0.07156508281940165	-0.0015251806913480252	1	0.9665079413141204	0.0
S2_008_008G1	0.12072928085965623	-0.04305090208197255	-0.0009330846603429704	1	0.9848667204273442	1.0
S2_008_010G1	0.03359168755816087	-0.01970398488682799	0.000460368356662773	1	0.9961381121368357	0.0
S2_008_011G1	-0.025702710804707676	-0.015327393725163724	0.001125215166968374	1	0.9981083412690025	0.0
S2_008_012G1	-0.02033816904017812	-0.015699098516131906	0.0008235867443469684	1	0.997455256324563	0.0
S2_008_014G1	0.038369939239926557	-0.0208671822289052	8.788600960975092e-05	1	0.9944686967630957	0.0
S2_008_015G1	0.007909433739612816	-0.016264634657090136	0.0003920466893340069	1	0.9959821543192231	0.0
S2_008_017G1	0.0289501875386825	-0.012251405463628797	0.0011134428885245613	1	0.9978826210598846	0.0
S2_008_020G1	0.029730577455229775	-0.013795326526780918	0.0006696106977409074	1	0.9967762455934811	0.0
S2_008_021G1	0.022855519517564482	-0.010293632776980687	-8.095961894771515e-05	1	0.9933546801801771	0.0
S2_008_023G1	0.017076240571957887	-0.005725378222741804	-0.00012150310761943844	1	0.9930159147220522	0.0
S2_008_024G1	0.011891787849142688	-0.007539417048172919	0.00016426997826020175	1	0.9947722360291551	0.0
S2_008_026G1	0.11382190231394798	-0.027653180458476777	0.0001461564053716189	1	0.9942722938997579	0.0
S2_008_027G1	0.16937097099384626	-0.03985467449803808	-0.00020966826664268977	1	0.9916678151417446	0.0
S2_009_005G1	0.6489532639716459	-0.1108892213914704	-0.0016499917709618353	1	0.9496965414794849	0.0
S2_009_008G1	0.15575155565482823	-0.02325885643308328	0.0002968364373351341	1	0.9945931622170893	0.0
S2_009_009G1	0.02640070029461993	-0.013845022746838995	-0.0009949361908247844	1	0.984292315363513	1.0
S2_009_010G1	-0.052939739898737015	-0.016615762544787957	0.001958214713662801	1	0.9991915272536455	0.0
S2_009_011G1	-0.10350025354210902	-0.0005591668851760341	-0.0010012018033768244	1	0.9863672532922445	1.0
S2_009_012G1	-0.07581886460624362	0.0004745312347629141	-0.0009143602449476707	1	0.9868225704146102	1.0
S2_009_013G1	-0.09222840083561902	0.0028399209323896582	-0.0008586274112473187	1	0.9876963682722187	1.0
S2_009_014G1	-0.09020865652562535	0.004441450836353313	-0.0008389140919237374	1	0.9878002986570572	1.0
S2_009_015G1	-0.09286440995957884	0.002451620578963501	-0.0008689464667601799	1	0.9876088398516152	1.0
S2_009_016G1	-0.10249477733701659	0.0023741285564663132	-0.0008635636298267846	1	0.987863431229548	1.0
S2_009_017G1	-0.09182156043748109	0.000653781690147651	-0.000888793879932879	1	0.9874515886519922	1.0
S2_009_018G1	-0.06572981517050155	0.0028221296845632312	-0.0008267634090726799	1	0.9875510597915512	1.0
S2_009_019G1	-0.08496797891587028	0.0027137140075591095	-0.0009016736403869114	1	0.987041235344292	1.0
S2_009_020G1	-0.08375321569931166	0.003921122956351152	-0.000830896735884462	1	0.9877960451435027	1.0
S2_009_021G1	-0.06678193569127802	0.0037613630401314136	-0.000783998652093184	1	0.9880175182333093	1.0
S2_009_022G1	-0.0520806959159065	0.004896610929632482	-0.0007107158827983052	1	0.9885025691200171	1.0
S2_009_023G1	-0.05289396374152097	0.0013093336056418956	-0.0007983661782760424	1	0.9877148970190553	1.0
S2_009_024G1	-0.05020571716529323	0.0017160299909703735	-0.0008279391724735415	1	0.9872879673480474	1.0
S2_009_025G1	-0.09430046796882438	0.0005876032170395507	-0.0009314136850934017	1	0.9869882235521631	1.0
