,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,5,0.021636,403,1.0342560794044666,0.18890427423436632,47.802554973399275,0.006342070288925082,0.10147312462280131,164,0.05738743902439043,164,0.4134680487804878,0.15994921292416864,7.204852765859761,2.1933532558300403e-46,4.4664648118720824e-45
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis,5,1.1748360000000002,403,4.692103374689826,0.2341764003859282,3.9938369054828295,0.9418470552262614,0.9418470552262614,164,2.174874573170727,164,0.8876617073170734,0.314066330855927,0.40814386184255247,2.1180807845806503e-43,3.953750797883881e-42
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis,5,0.001036,403,6.496908709677418,0.40304993942052453,6271.147403163531,0.011198396615882551,0.1567775526223557,164,0.0004440853658536584,164,2.8507794512195113,0.4862262550331195,6419.440203212962,1.2053267034008886e-37,2.076870627398454e-36
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae,5,0.0,403,1.7262495037220846,0.41530818646923046,inf,0.17493381215069848,0.9331610362423738,164,0.0,164,3.0666299390243905,0.7812392606873705,inf,1.0344368402559796e-21,1.6550989444095674e-20
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,5,0.0,403,5.852648759305213,0.39775860075282876,inf,0.1699764475294252,0.9331610362423738,164,0.0,164,8.288145060975609,0.6850011576379353,inf,4.810906346236116e-19,7.184286810379267e-18
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna,5,0.0,403,0.18075339950372205,0.3634772264104026,inf,0.14043989898157733,0.9331610362423738,164,0.0,164,0.22796310975609752,0.5362580374518381,inf,1.1490531353040223e-14,1.6086743894256314e-13
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis,5,1.26566,403,2.080038858560794,0.09256281853321442,1.6434420449100027,0.13622742940876464,0.9331610362423738,164,0.8122387804878041,164,3.444230487804877,0.2913106841760185,4.240416205855604,1.6413789903711694e-11,2.1627581990773055e-10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,5,0.002654,403,0.9861418362282879,0.2672824807126876,371.568137237486,0.6976164689205872,0.9331610362423738,164,0.0018610365853658538,164,2.2578518902439026,0.5772019668062662,1213.2227318895186,1.7740980187705006e-11,2.207766423358845e-10
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_avidum,5,0.0,403,0.500889677419355,0.3231010067912443,inf,0.11515288477602678,0.9331610362423738,164,0.0,164,0.32267445121951227,0.31892281165689373,inf,4.5003956427297406e-10,5.305729599849799e-09
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Atlantibacter|s__Atlantibacter_hermannii,5,0.0,403,0.12214722084367245,0.2300656617208776,inf,0.5152160370207473,0.9331610362423738,164,0.0,164,0.2935496951219512,0.5168742296829462,inf,5.49372696312093e-09,6.152974198695441e-08
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis,5,0.021784,403,0.5349974193548387,0.07296161376049452,24.559191119851207,6.201639398914865e-06,0.00011576393544641083,164,0.013352378048780485,164,0.00032329268292682927,0.6529276204835077,0.02421236739596035,2.0121936137867615e-08,2.1463398547058788e-07
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum,5,0.762974,403,2.479256674937965,0.14093522010794657,3.2494641690777994,0.02769995742739718,0.36498767433746876,164,0.47387036585365866,164,0.2112031097560976,0.1862830786021558,0.44569807477963636,4.932798837430387e-07,5.02248608902003e-06
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum,5,0.00041799999999999997,403,0.019147543424317615,0.04896791152984381,45.807520153869895,4.221229745837674e-10,9.45555463067639e-09,164,0.00029310975609756114,164,0.0,0.5694311719074333,0.0,6.88896133327112e-07,6.709249298490135e-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex,5,0.0,403,1.4261338461538455,0.1363712925338282,inf,0.4206113618684515,0.9331610362423738,164,0.0,164,1.623107926829268,0.19569261763718226,inf,1.2759488614648375e-06,1.1908856040338484e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense,5,0.0,403,0.034324764267990075,0.19001477570848013,inf,0.46809519894099283,0.9331610362423738,164,0.0,164,0.04181067073170732,0.31012149471802253,inf,7.465358635537897e-06,6.431693593694188e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA,5,0.0,403,0.4456040198511165,0.18651604977589345,inf,0.49429036814887706,0.9331610362423738,164,0.0,164,0.8605635975609752,0.3544358597934538,inf,7.465358635537897e-06,6.431693593694188e-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,5,0.000464,403,4.063985037220842,0.3815567298602286,8758.588442286298,0.30394107211328636,0.9331610362423738,164,0.00016975609756097557,164,1.5193938414634145,0.3799222071158926,8950.452227011496,1.114661713931962e-05,9.247563848917018e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae,5,0.0,403,0.6821642928039704,0.15579646986186715,inf,0.310712520695255,0.9331610362423738,164,0.0,164,0.6124945731707317,0.14974541171612632,inf,1.3389666488675164e-05,0.00010711733190940131
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum,5,0.0,403,0.006416302729528535,0.1465326191764819,inf,0.6136484418540572,0.9331610362423738,164,0.0,164,0.01549670731707317,0.3220203255104466,inf,2.396501618807173e-05,0.00018510909055614023
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacterales_unclassified|g__Phytobacter|s__Phytobacter_ursingii,5,0.0,403,0.003587245657568238,0.17252257750460914,inf,0.6540114554325474,0.9331610362423738,164,0.0,164,0.008815,0.3883376165569773,inf,4.281013154640348e-05,0.000319648982213146
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,5,0.0,403,0.6661881637717123,0.17499973847463948,inf,0.537398169547513,0.9331610362423738,164,0.0,164,0.8140968292682929,0.27780519705183576,inf,7.634129712068201e-05,0.0005029544280891992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_sp_S29,5,0.0,403,0.0006123573200992555,0.1745356468716737,inf,0.6649709433343802,0.9331610362423738,164,0.0,164,0.0015047560975609755,0.3930765307255676,inf,7.634129712068201e-05,0.0005029544280891992
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis,5,0.0,403,0.011965359801488828,0.13026863597722213,inf,0.44958020980606217,0.9331610362423738,164,0.0,164,0.0037362195121951225,0.3178022667683546,inf,7.634129712068201e-05,0.0005029544280891992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_intermedia,5,0.0,403,0.005547493796526055,0.1506568441318568,inf,0.6649709433343802,0.9331610362423738,164,0.0,164,0.013631951219512196,0.33732234917760057,inf,7.634129712068201e-05,0.0005029544280891992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa_group,5,0.0,403,0.22293813895781633,0.19570210472608046,inf,0.3190192633396418,0.9331610362423738,164,0.0,164,0.034985914634146326,0.16599792387391257,inf,0.00013592962350682185,0.0008229252882575161
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus,5,0.0,403,0.05285885856079405,0.14633468783113654,inf,0.6649709433343802,0.9331610362423738,164,0.0,164,0.12623786585365857,0.318763558318908,inf,0.00013592962350682185,0.0008229252882575161
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_macerans,5,0.0,403,0.006399751861042183,0.1518665550212383,inf,0.6649709433343802,0.9331610362423738,164,0.0,164,0.014988780487804878,0.32674277416585007,inf,0.00013592962350682185,0.0008229252882575161
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_hominis,5,0.0,403,0.003859280397022332,0.1777169782125508,inf,0.5692575640496171,0.9331610362423738,164,0.0,164,0.005832804878048781,0.3040914025220223,inf,0.00024172741240323562,0.0014249194836401257
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis,5,0.0,403,0.03332516129032258,0.1244866851960741,inf,0.2720780457203328,0.9331610362423738,164,0.0,164,0.003161829268292683,0.24975559585363763,inf,0.0004294711944152206,0.0022905130368811766
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Metakosakonia|s__Kluyvera_intestini,5,0.0,403,0.00588637717121588,0.13957223172920552,inf,0.7005337018470984,0.9331610362423738,164,0.0,164,0.014464695121951216,0.31175465338571534,inf,0.0004294711944152206,0.0022905130368811766
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_aloeverae,5,0.000834,403,0.0,4.505552130427524,0.0,3.38282228268827e-19,1.2629203188702875e-17,164,0.0003051219512195122,164,0.0,0.39614639220429954,0.0,0.0004281617130131743,0.0022905130368811766
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,5,0.0,403,0.3384345905707197,0.06788523557205971,inf,0.49429036814887706,0.9331610362423738,164,0.0,164,0.7243278048780488,0.1309566127891753,inf,0.0004294711944152206,0.0022905130368811766
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Negativicoccus|s__Negativicoccus_succinicivorans,5,0.0,403,0.13378342431761786,0.21515088995836235,inf,0.44360529539139026,0.9331610362423738,164,0.0,164,0.1427482317073171,0.2688125971530883,inf,0.0007626210491750568,0.0037961581114491715
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium,5,0.0,403,0.040043002481389575,0.2433311487190186,inf,0.4042467965310135,0.9331610362423738,164,0.0,164,0.02023542682926829,0.32597834988679464,inf,0.0007626210491750568,0.0037961581114491715
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia,5,0.0,403,0.014807121588089332,0.10435800013791215,inf,0.63319325514742,0.9331610362423738,164,0.0,164,0.023696829268292682,0.17651575884849374,inf,0.0007626210491750568,0.0037961581114491715
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum,5,0.009729999999999999,403,1.996123052109181,0.25348657973666505,205.15139281697648,0.6067671204538907,0.9331610362423738,164,0.006270182926829273,164,0.32371932926829267,0.2055831257927982,51.62837082202834,0.0007822761426760879,0.003809344694770515
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,5,0.0,403,0.010291637717121587,0.14849447370786076,inf,0.5224622389607885,0.9331610362423738,164,0.0,164,0.014773719512195123,0.26162487556053216,inf,0.0013541366318069747,0.006319304281765883
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,5,0.0,403,0.08717908188585607,0.13171399429712635,inf,0.5610225371081667,0.9331610362423738,164,0.0,164,0.043677012195121954,0.22747291426072852,inf,0.0013541366318069747,0.006319304281765883
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis,5,0.0,403,0.035261761786600496,0.1361030861990646,inf,0.7414257137762091,0.9331610362423738,164,0.0,164,0.08664932926829268,0.3037896675812244,inf,0.0024058350232935145,0.010566804808191122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,5,0.0,403,0.2068595533498759,0.0808155063726861,inf,0.6136484418540572,0.9331610362423738,164,0.0,164,0.2207969512195122,0.15651619080306195,inf,0.0024058350232935145,0.010566804808191122
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,5,0.026576,403,0.6624211662531017,0.2171981445029846,24.9255405724376,0.18992916694986184,0.9331610362423738,164,0.01651475609756097,164,0.3690229268292683,0.30132945804295636,22.345042497101637,0.0023881994804066113,0.010566804808191122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans,5,0.0,403,0.0038315880893300255,0.21538913505813323,inf,0.46809519894099283,0.9331610362423738,164,0.0,164,0.0026078658536585367,0.20036039607639428,inf,0.004280288804393154,0.017121155217572615
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rodentium,5,0.0,403,0.0011270223325062034,0.11030982963473468,inf,0.7270623579115407,0.9331610362423738,164,0.0,164,0.002436829268292683,0.22219095629505234,inf,0.004280288804393154,0.017121155217572615
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_radingae,5,0.0,403,0.1840822580645161,0.1041166636614706,inf,0.5863309719322306,0.9331610362423738,164,0.0,164,0.03223304878048781,0.17225793886466204,inf,0.004280288804393154,0.017121155217572615
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,5,0.0,403,1.111416947890819,0.1870334846384961,inf,0.49429036814887706,0.9331610362423738,164,0.0,164,0.16159115853658537,0.1271403363501622,inf,0.004280288804393154,0.017121155217572615
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_ursingii,5,0.0,403,0.0007498511166253102,0.10875417036252222,inf,0.7414257137762091,0.9331610362423738,164,0.0,164,0.0016529878048780488,0.22176321974720506,inf,0.004280288804393154,0.017121155217572615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,5,0.00726,403,5.335234168734491,0.39744274479347785,734.880739495109,0.2277351258230741,0.9331610362423738,164,0.0026560975609756098,164,0.20162756097560983,0.2785516221231839,75.9112029384757,0.00495074602437368,0.019455563323854463
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_octavius,5,0.0,403,0.011099975186104217,0.11759649745275637,inf,0.6763462030583169,0.9331610362423738,164,0.0,164,0.010283597560975612,0.22373139996408528,inf,0.007634181214559647,0.028500943201022685
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,5,0.0,403,3.1509834987593055,0.32173053490543346,inf,0.1627540302867213,0.9331610362423738,164,0.0,164,0.09743256097560976,0.13931337054849974,inf,0.007634181214559647,0.028500943201022685
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii,5,0.0,403,0.5190644168734491,0.16250179432647993,inf,0.5692575640496171,0.9331610362423738,164,0.0,164,0.1947673780487805,0.1684072174034157,inf,0.007634181214559647,0.028500943201022685
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,5,0.0,403,1.2058322580645162,0.16920799580535184,inf,0.3066352438244946,0.9331610362423738,164,0.0,164,0.002528841463414634,0.18371958959632845,inf,0.01367116479895131,0.04939259540266279
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_cryocrescens,5,0.0,403,0.004766203473945409,0.07778937214271807,inf,0.7730401106791809,0.9331610362423738,164,0.0,164,0.011241829268292683,0.16536394034888705,inf,0.01367116479895131,0.04939259540266279
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris,5,0.0,403,0.00010893300248138959,0.12199747587504237,inf,0.7730401106791809,0.9331610362423738,164,0.0,164,0.0002025,0.22562483457827273,inf,0.024637316545211032,0.08490398317118877
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_harei,5,0.0,403,0.04243047146401985,0.1721264622659839,inf,0.5451021246793735,0.9331610362423738,164,0.0,164,0.012128719512195123,0.1467716471604716,inf,0.024637316545211032,0.08490398317118877
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,5,0.0,403,0.1529940198511166,0.15756846736920824,inf,0.46809519894099283,0.9331610362423738,164,0.0,164,0.00041152439024390243,0.2259285407490851,inf,0.024637316545211032,0.08490398317118877
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri,5,1.8930779999999998,403,0.0011324813895781636,4.9109882451987605,0.000598222254750287,4.0476212897575233e-10,9.45555463067639e-09,164,0.04762390243902438,164,0.0023121951219512195,0.3748339489333223,0.04855114771225764,0.033976472725968,0.11531408925177018
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_werkmanii,5,0.0,403,0.00023017369727047144,0.11368437510009051,inf,0.790723618100718,0.9331610362423738,164,0.0,164,0.00045621951219512193,0.2134751013240496,inf,0.04484260714304596,0.1375992328772917
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,5,0.0,403,0.03198258064516129,0.15376555138515152,inf,0.6136484418540572,0.9331610362423738,164,0.0,164,0.00996780487804878,0.18160217107293997,inf,0.04484260714304596,0.1375992328772917
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus,5,0.0,403,1.6487001736972697,0.2310867926718667,inf,0.2946976850567512,0.9331610362423738,164,0.0,164,0.21598817073170729,0.14267595122011348,inf,0.04484260714304596,0.1375992328772917
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Mixta|s__Mixta_calida,5,0.0,403,0.061548064516129035,0.15653948377014898,inf,0.6136484418540572,0.9331610362423738,164,0.0,164,0.002480670731707317,0.19228191770030212,inf,0.04484260714304596,0.1375992328772917
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_marcescens,5,0.0,403,0.05740615384615384,0.10437071540188231,inf,0.6540114554325474,0.9331610362423738,164,0.0,164,0.010560853658536585,0.13078324000249733,inf,0.04484260714304596,0.1375992328772917
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_nagyae,5,0.0,403,0.00011575682382133994,0.10023413894317382,inf,0.7730401106791809,0.9331610362423738,164,0.0,164,0.0001600609756097561,0.18578134434246954,inf,0.04484260714304596,0.1375992328772917
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,5,0.0,403,0.018653771712158807,0.0875639667573824,inf,0.7005337018470984,0.9331610362423738,164,0.0,164,0.002153170731707317,0.1712125698892294,inf,0.04484260714304596,0.1375992328772917
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6,5,0.002194,403,0.1464394789081886,0.20079200837050273,66.74543250145332,0.7050001321669299,0.9331610362423738,164,0.0015384756097560981,164,0.07569018292682927,0.24304539011378537,49.1981689191867,0.05258089141194586,0.1591637794091334
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,5,0.0,403,0.3880515632754343,0.12366007034057712,inf,0.6763462030583169,0.9331610362423738,164,0.0,164,0.37612079268292686,0.15643162032100089,inf,0.08295018726410626,0.22659563350194883
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,5,0.0,403,0.00024754342431761785,0.12573157333104545,inf,0.713466337514543,0.9331610362423738,164,0.0,164,9.042682926829268e-05,0.18843806789474912,inf,0.08295018726410626,0.22659563350194883
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei,5,0.0,403,1.2376522580645164,0.1608776265870452,inf,0.5529739637463683,0.9331610362423738,164,0.0,164,0.19598506097560972,0.11976603745244906,inf,0.08295018726410626,0.22659563350194883
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,5,0.0,403,0.5627213647642678,0.16821420826301933,inf,0.5692575640496171,0.9331610362423738,164,0.0,164,0.3784561585365854,0.16992083255045906,inf,0.08295018726410626,0.22659563350194883
