,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_mucogenicum,40,0.00738925,38,0.15894763157894734,0.2509345103738848,21.51065826422808,0.0947268633827485,0.4836781646687219,94,0.0024553191489361703,94,0.1927662765957448,0.28578120692168946,78.50966204506071,1.6028563785670584e-06,4.945956825292638e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_vesicularis,40,0.061792749999999994,38,0.044027105263157895,0.10119589399821952,0.712496292253669,0.008736154716933061,0.21924381620802869,94,0.03595595744680851,94,0.025223936170212766,0.09085241259119656,0.7015231400117165,2.619728510660957e-06,7.073266978784585e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_aurantiaca,40,0.06316275,38,0.0,0.30527278295486543,0.0,0.004023297518886738,0.14483871067992257,94,0.020098085106382987,94,0.0,0.2862704618328622,0.0,2.516329276994373e-06,7.073266978784585e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis,40,3.2375265000000004,38,0.8975086842105265,0.5557669702360566,0.2772204904610129,0.008433859464085511,0.21924381620802869,94,5.31437574468085,94,0.9034642553191492,0.7616905806965769,0.17000383464105356,1.0165754303547083e-05,0.0002583297564195494
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum|s__Dolosigranulum_pigrum,40,0.016828000000000003,38,0.09261368421052632,0.2900235102279742,5.503546720378316,0.04142501577577928,0.38656009130881563,94,0.005636170212765958,94,0.10978851063829788,0.3686586879329378,19.479275198187995,1.3429784110593903e-05,0.0003223148186542537
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_jacobaea,40,0.0046587500000000006,38,0.0,0.3202391345717917,0.0,0.048320011413601954,0.38656009130881563,94,0.01439212765957447,94,0.0,0.5867882425534391,0.0,1.679928840180897e-05,0.0003819627678727092
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ureicelerivorans,40,0.27019275,38,0.009504736842105265,0.2750424725144445,0.03517761613553756,0.029150904685555198,0.3498108562266624,94,0.7827441489361703,94,0.011527021276595746,0.49984963902248125,0.014726422793785367,2.1310736458849485e-05,0.0004603119075111489
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii,40,0.149743,38,0.5514671052631579,0.4463412519412902,3.682757159020174,0.0003766506809258443,0.027118849026660792,94,0.2321140425531916,94,0.6024676595744684,0.3771199475925835,2.5955674760022585,2.4263253956957603e-05,0.0004991297956859849
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis,40,1.9878512500000003,38,2.95692,0.24601766438310202,1.4874956061224398,0.014517963452941799,0.2508704084668343,94,1.4108468085106378,94,2.5449548936170205,0.48989837904160777,1.8038492047932584,3.926499107122007e-05,0.0007447992515469408
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_coyleae,40,0.015101999999999999,38,0.0007273684210526316,0.37071756008040935,0.04816371480947104,0.05673119793209181,0.40176848371579776,94,0.010742340425531911,94,0.0008821276595744682,0.5437971747173231,0.08211689674978712,3.965366385550842e-05,0.0007447992515469408
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_cinnamea,40,0.0010467500000000002,38,0.06346868421052632,0.33103329427289513,60.63404271366258,0.22252403058270775,0.4836781646687219,94,0.0,94,0.07697265957446811,0.3709896935354044,inf,5.836062405126694e-05,0.0009696842150056661
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Kytococcus|s__Kytococcus_schroeteri,40,0.0056625,38,0.0,0.3496244885408566,0.0,0.09004426198827757,0.4836781646687219,94,0.016183404255319153,94,0.0,0.6066712253275063,0.0,5.811668568888604e-05,0.0009696842150056661
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi,40,0.00261025,38,0.0,0.29798545797651893,0.0,0.17097664962791004,0.4836781646687219,94,0.008522872340425532,94,0.0,0.575173564358643,0.0,5.811668568888604e-05,0.0009696842150056661
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014,40,0.10873574999999999,38,0.0003473684210526316,0.2511981199530351,0.003194610981693064,0.17578468336069875,0.4836781646687219,94,0.18819617021276594,94,0.0004212765957446808,0.3447437122269241,0.002238497177006338,9.510635820141443e-05,0.001521701731222631
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_kristinae,40,0.004867,38,0.0,0.4150960374233096,0.0,0.048320011413601954,0.38656009130881563,94,0.00910563829787234,94,0.0,0.5375259657713227,0.0,0.00010766055643477207,0.0016610485849936263
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae,40,0.00788775,38,0.04308026315789473,0.3035003793855201,5.461666908547397,0.07947006959092999,0.4836781646687219,94,0.011609255319148939,94,0.05038308510638298,0.30233152381151335,4.339906714195386,0.00018478902732824178,0.0025751245098645306
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae,40,0.006462750000000001,38,0.008405000000000001,0.049827555960204356,1.3005299601562803,0.20778921435453845,0.4836781646687219,94,0.009759148936170213,94,0.0033977659574468085,0.2238992013988661,0.3481621173803087,0.00017426185511719186,0.0025751245098645306
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_bronchialis,40,0.04453525,38,0.00036421052631578946,0.5172103707044075,0.008178028108426235,0.008464517098940801,0.21924381620802869,94,0.03358010638297872,94,0.00044170212765957446,0.6391321362189137,0.013153684584021063,0.00017931699074035643,0.0025751245098645306
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,40,0.022626750000000004,38,0.11493921052631578,0.6916050973061068,5.079793188430321,0.01055446229693868,0.2399751427514479,94,0.03344,94,0.13115436170212766,0.6818701781200385,3.922080194441617,0.00020820921956326752,0.002810824464104112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella|s__Moraxella_atlantae,40,0.11729700000000001,38,0.005128947368421052,0.2897511941823297,0.04372615982012372,0.4424575674143587,0.5936076680838601,94,0.37897202127659585,94,0.001432340425531915,0.5778537718979301,0.0037795413516464047,0.00022524310430539722,0.002948637001816109
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes,40,47.40517725000001,38,60.380128947368405,0.5902211729947083,1.2737032630200407,0.020655179425341622,0.2974345837249193,94,47.883896063829766,94,59.2909778723404,0.57853431373966,1.238223760934258,0.00027564597099980414,0.0035023252785857466
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lipophiloflavum,40,0.00151975,38,0.0009073684210526315,0.10631346712707566,0.5970511077826166,0.199417453889702,0.4836781646687219,94,0.004112234042553191,94,0.0011004255319148936,0.36396201474909745,0.2675979821497866,0.00033320827702198026,0.004020313391952478
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata,40,0.04428875,38,0.1357334210526316,0.35328824292106986,3.064738134461496,0.009135159008667862,0.21924381620802869,94,0.06635329787234044,94,0.14423627659574476,0.27863898246666824,2.173761986529234,0.00033502611599603975,0.004020313391952478
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Haematobacter|s__Haematobacter_massiliensis,40,0.0,38,0.1500736842105263,0.3465844373073031,inf,0.037603129165440445,0.38656009130881563,94,0.0,94,0.18200425531914893,0.38209193307917666,inf,0.00036368252648814176,0.0041344960906020325
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis,40,0.0,38,0.002623421052631579,0.3426885076333038,inf,0.037603129165440445,0.38656009130881563,94,0.0,94,0.003181595744680851,0.37774221580872114,inf,0.00036368252648814176,0.0041344960906020325
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_aquatica,40,0.011269,38,0.0,0.33072085918443184,0.0,0.09004426198827757,0.4836781646687219,94,0.018318936170212765,94,0.0,0.43154991331560355,0.0,0.0006642901622042933,0.007175065721203911
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_timorensis,40,0.07073525,38,0.0,0.38227612035156217,0.0,0.026079845197308542,0.3313674448599203,94,0.06028691489361703,94,0.0,0.38363088049535576,0.0,0.0006643579371485102,0.007175065721203911
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella|s__Moraxella_osloensis,40,4.738077499999999,38,2.95821552631579,0.373107033211006,0.6243493328920412,0.03713120328323218,0.38656009130881563,94,4.169648723404257,94,2.8559036170212755,0.3300546309564138,0.6849266704389451,0.0007615501360018777,0.007915469092210713
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis,40,0.07292475000000001,38,0.03680315789473684,0.16801846397058798,0.5046730759411152,0.25093005116704215,0.4836781646687219,94,0.12128893617021273,94,0.03622851063829788,0.32673618987214953,0.2986959221693233,0.0007695594950760415,0.007915469092210713
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_casei,40,1.11204,38,0.02749684210526316,0.3322190535225798,0.02472648655197939,0.0020178565482111568,0.09685711431413553,94,0.746170319148936,94,0.024790319148936164,0.2854600270093829,0.03322340558548537,0.0010153255560840207,0.009969711789072612
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_ursingii,40,0.12099000000000001,38,0.001608157894736842,0.38940567373264035,0.013291659597791898,0.05673119793209181,0.40176848371579776,94,0.06239021276595746,94,0.00195031914893617,0.4027116529931466,0.03126001759686802,0.0010154336081462845,0.009969711789072612
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii,40,0.00859725,38,0.0007173684210526316,0.39281034326197894,0.0834416145921814,0.17578468336069875,0.4836781646687219,94,0.015462340425531915,94,0.0008699999999999999,0.5769993105407455,0.05626573830721175,0.001144801440740562,0.010990093831109396
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12,40,0.004378999999999999,38,0.004844736842105264,0.025915509676164006,1.1063568947488616,0.2463111707338873,0.4836781646687219,94,0.0021312765957446807,94,0.005875531914893618,0.23298742332376726,2.7568134171907763,0.001332603495626788,0.012514885002408096
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus,40,0.0863325,38,0.12322236842105266,0.12294873592715189,1.4272998977332134,0.08668654714766255,0.4836781646687219,94,0.07173127659574469,94,0.09909627659574467,0.09926853962493973,1.3814932801798674,0.0013681338402622538,0.012575187638155183
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kefirresidentii,40,0.36965075000000003,38,0.028673421052631574,0.30130329750427637,0.07756895137540387,0.48778810263915606,0.6444173099086099,94,0.14830436170212766,94,0.03477414893617021,0.20804298894351758,0.23447826171164673,0.0016820036289627764,0.015138032660664989
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia,40,0.06339824999999999,38,0.011131052631578948,0.28591142492627575,0.17557349976661737,0.48238619170110875,0.6392356896161931,94,0.16373861702127654,94,0.01349936170212766,0.5247765486120234,0.08244458117276955,0.0018307934262642208,0.015818055202922867
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_afermentans,40,0.03534625000000001,38,0.004044210526315789,0.5018847128682693,0.1144169615253609,0.0030186380556325924,0.11855014909393455,94,0.026588297872340422,94,0.004904680851063829,0.38645449933735826,0.1844676509422638,0.0018114863872169987,0.015818055202922867
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_variabilis,40,0.0,38,0.003415,0.36845980371724685,inf,0.07423326047464704,0.4836781646687219,94,0.0,94,0.004141595744680851,0.4065512048167767,inf,0.0022016454755045367,0.015851847423632662
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,40,0.025755,38,0.0,0.3195731656090347,0.0,0.048320011413601954,0.38656009130881563,94,0.021074999999999997,94,0.0,0.273014164470006,0.0,0.0022016454755045367,0.015851847423632662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis,40,0.022393749999999997,38,0.0,0.3136039067316937,0.0,0.09004426198827757,0.4836781646687219,94,0.025783936170212768,94,0.0,0.3192807266897467,0.0,0.0022003085090161853,0.015851847423632662
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea,40,0.00161975,38,0.0,0.31562334794839064,0.0,0.17097664962791004,0.4836781646687219,94,0.003080851063829787,94,0.0,0.4568047492168449,0.0,0.0022003085090161853,0.015851847423632662
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus,40,0.00370375,38,0.0,0.3157615136219812,0.0,0.17097664962791004,0.4836781646687219,94,0.007301063829787233,94,0.0,0.45726181312638847,0.0,0.002198304008220103,0.015851847423632662
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pluralibacter|s__Pluralibacter_gergoviae,40,0.00997025,38,0.0,0.29444389541717175,0.0,0.09004426198827757,0.4836781646687219,94,0.01609010638297872,94,0.0,0.37753285251990026,0.0,0.002201051205691317,0.015851847423632662
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_wulumuqiensis,40,0.0048965,38,0.03146105263157895,0.28258916334926365,6.425212423481865,0.7854708654955154,0.8906126348925529,94,0.0,94,0.03815489361702127,0.3716072121644199,inf,0.0022016454755045367,0.015851847423632662
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy,40,0.01583,38,0.00025842105263157894,0.3047434327027491,0.01632476643282242,0.3203154654676702,0.4836781646687219,94,0.03754574468085106,94,0.00031340425531914894,0.530816286198276,0.00834726433003712,0.002085806718961067,0.015851847423632662
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Enhydrobacter|s__Enhydrobacter_aerosaccus,40,5.560035749999999,38,3.3333118421052634,0.37057303658161933,0.59951266358409,0.04092079950952912,0.38656009130881563,94,4.661610212765958,94,3.3012873404255303,0.26439241761651006,0.7081860536912453,0.0019292352993360645,0.015851847423632662
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Tetrasphaera|s__Tetrasphaera_elongata,40,0.03609425,38,0.0,0.2207214278631524,0.0,0.3426053666403447,0.4836781646687219,94,0.13823329787234045,94,0.0,0.45772468784448145,0.0,0.002193631267311246,0.015851847423632662
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum,40,0.00602675,38,0.009453684210526316,0.11229715526678534,1.5686206015723758,0.14118579210625445,0.4836781646687219,94,0.006706808510638298,94,0.011465106382978726,0.14020460601140883,1.7094727491910415,0.0023474405543748808,0.01662449704081883
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava,40,0.017944,38,0.032410526315789466,0.18107778846649591,1.8062040969566129,0.5817575337223014,0.7141727623726161,94,0.026639574468085094,94,0.018785851063829784,0.12968374807983213,0.7051858537130811,0.002480156978365219,0.017006790708790073
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,40,0.0039040000000000004,38,0.0005428947368421053,0.3136799514492581,0.13906115185504744,0.18341832364473187,0.4836781646687219,94,0.005589255319148935,94,0.000658404255319149,0.4173458605711608,0.11779820704619429,0.0024434273721097937,0.017006790708790073
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii,40,0.30229525000000007,38,0.1301121052631579,0.23853345956439517,0.43041399182804846,0.022973232731664704,0.31013864187747353,94,0.3715753191489362,94,0.1504908510638298,0.2520169769306419,0.4050076614574864,0.0029466935349351416,0.019890181360812206
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrophila,40,0.00113375,38,0.0,0.22072142786315224,0.0,0.3426053666403447,0.4836781646687219,94,0.0038595744680851064,94,0.0,0.42903064391614226,0.0,0.003988546870153831,0.024335502981680513
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis,40,0.00091675,38,0.0,0.22072142786315227,0.0,0.3426053666403447,0.4836781646687219,94,0.0031208510638297874,94,0.0,0.42903064391614193,0.0,0.003988546870153831,0.024335502981680513
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis,40,0.0615155,38,0.0,0.24504788250923767,0.0,0.17097664962791004,0.4836781646687219,94,0.1047072340425532,94,0.0,0.3299404835990364,0.0,0.003997160467250851,0.024335502981680513
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_otitidis,40,0.01827625,38,0.0,0.4248626440046228,0.0,0.014065117581296154,0.2508704084668343,94,0.010865531914893617,94,0.0,0.3318489188630297,0.0,0.003999584980785455,0.024335502981680513
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Elizabethkingia|s__Elizabethkingia_meningoseptica,40,0.0050165,38,0.0,0.22072142786315224,0.0,0.3426053666403447,0.4836781646687219,94,0.01707744680851064,94,0.0,0.42903064391614226,0.0,0.003988546870153831,0.024335502981680513
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media,40,0.01138625,38,0.0,0.2991737123366528,0.0,0.17097664962791004,0.4836781646687219,94,0.01938085106382979,94,0.0,0.4050783269236032,0.0,0.003997160467250851,0.024335502981680513
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_doosanense,40,0.0001545,38,0.0,0.22072142786315221,0.0,0.3426053666403447,0.4836781646687219,94,0.0005259574468085105,94,0.0,0.42903064391614193,0.0,0.003988546870153831,0.024335502981680513
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_parvus,40,0.16978475,38,0.007251052631578947,0.5433653943178828,0.04270732578502455,0.0013866781256139213,0.07488061878315175,94,0.07811170212765958,94,0.008429999999999998,0.5103197771218078,0.10792236976506636,0.0063220599720805295,0.03793235983248318
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis,40,0.033225,38,0.0018742105263157896,0.44560355362985177,0.056409647142687425,0.09573115238419319,0.4836781646687219,94,0.028055851063829785,94,0.0022729787234042555,0.48051413533992704,0.08101621006730497,0.00675302887517759,0.03996312978187286
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis,40,0.0026214999999999997,38,0.0,0.2673342363999012,0.0,0.09004426198827757,0.4836781646687219,94,0.0030217021276595746,94,0.0,0.28154936313768164,0.0,0.00726127259137278,0.04073856830484469
