	PC0	PC1	PC2	Group	distance	weights
WBE038	-0.029390842535401446	-0.000454156007876372	-0.0003110227848840941	1	0.6471782749911719	1.0
WBE039	-0.02231578002016791	-0.0026288697283965365	-0.00010732979296008566	1	0.7844737763470935	0.0
WBE040	-0.0976286071615578	0.000591023643742843	-9.105433247190225e-05	1	0.6131766505291317	1.0
WBE041	-0.05750299915575826	0.0009507333034581603	1.1744537592517555e-05	1	0.46139953185809796	1.0
WBE042	-0.06442329119907318	-0.0005950314953434403	8.689641895312107e-05	0	0.6252515337008897	1.3809523809523812
WBE043	-0.055826956682572475	-0.000658865134944279	0.00018124026034173804	0	0.5893080529657926	0.0
WBE044	-0.11969502316324866	-0.0006414471071337427	1.2834582377642502e-06	1	0.7492012414695324	1.0
WBE045	-0.15265717699243028	-0.0009267265718400126	-9.077741596968125e-05	1	0.832570809532048	1.0
WBE046	-0.12225956896743805	-0.0008792026011288414	-3.0008935206183007e-05	1	0.7787155739088497	1.0
WBE047	-0.13621054420519563	-0.0014723022820095277	-5.6391687222766984e-05	1	0.841792074524616	1.0
WBE048	0.05787678822480913	-0.0013452065651437391	-0.0002096343606322206	1	0.5394969060695095	1.0
WBE049	0.03787407815065297	-0.0004637413102085278	-0.00013796111484110793	1	0.46236968927793126	1.0
WBS012	-0.010172394341758463	0.0011416078741021737	-0.00012274790794820434	0	0.3810424740209235	0.2761904761904762
WBS013	-0.11743210652081068	0.00044390124796190293	-0.00015099417631014777	0	0.6816180522070061	2.485714285714286
WBS014	0.023999797674985567	0.0001560067393500042	0.00011102715448049194	0	0.3553807794815398	0.8285714285714287
WBS015	-0.0839185232534625	0.00018363199738815716	-3.6501266062901117e-05	0	0.6145276866460859	1.3809523809523812
WBS016	0.1291597833873437	-0.0016288330411589906	-0.0002206313687677408	0	0.4253921047517345	0.8285714285714287
WBS017	0.24320287892205286	-0.0021369559762519715	-0.000448673286026951	0	0.31617644374566245	0.2761904761904762
WBS018	0.14937931235559546	-0.0004170305372870517	-0.00016927855579188758	0	0.25485584864621985	0.2761904761904762
WBS019	0.18341883384124277	-0.0007330517434841814	-0.0002742087211352148	0	0.2501712038849499	0.2761904761904762
WBS020	0.09475418745875024	-0.001398850421874451	5.1015150368280495e-05	0	0.3956425500085655	0.5523809523809524
WBS021	0.0569141086804503	-0.0025555140557894794	-3.63710634803636e-05	0	0.6254567882071038	1.9333333333333333
WBS022	0.025109652213498684	-0.0013104016463347952	0.0005387524177534353	0	0.39348425145990834	0.5523809523809524
WBS023	-0.01770702411172739	-0.0018090003888541558	0.00037240688853100917	0	0.5841633796806012	0.0
WBU001	-0.09106789672403005	0.002483840381177772	-0.00017321572920502677	0	0.4132059640306277	0.5523809523809524
WBU002	0.046856865884421596	-0.0001387915345154509	0.0003403788952698221	0	0.2858071973268352	0.2761904761904762
WBU003	-0.12414374136097919	-0.0028308679766019342	0.00013192140884080324	0	0.8771887108451194	1.6571428571428575
WBU004	-0.04800316394816767	-0.0006280030760474581	0.00020412849760707938	0	0.5635327605768763	0.8285714285714287
WBU005	0.0031589325307382066	-0.0033280892758957136	0.0003024931478790035	1	0.7162610920192612	1.0
WBU006	-0.0341029327367914	-8.330314629489819e-05	0.00018511854693582054	1	0.4789709705169351	1.0
WBU007	-0.06097707037847429	0.0005484832891773648	0.0001394889768069153	0	0.4774766523080467	0.8285714285714287
WBU008	0.1583248198788072	0.007440287401380501	0.00042358811965639105	0	0.004730150045474576	0.0
WBU009	0.20528491942121796	0.002210863581280877	3.334634226610535e-05	0	0.04961895167688688	0.0
WBU010	0.24396318381680357	0.0036622464015368134	0.00011659863515117297	0	0.01757473351910942	0.0
WBU011	-0.05407254916059422	0.00048101387379978467	5.8479876707729275e-05	0	0.4935526247132436	1.1047619047619048
WBU012	-0.07608542483844309	0.0007657285151565346	7.45372039668034e-05	0	0.503267090966257	1.1047619047619048
WBU013	0.03377575993150155	0.0007301046487265059	-0.00011312333802002246	0	0.3361433830079386	0.8285714285714287
WBU014	0.01490931509324703	0.00360008821547144	-0.00033596969946526114	0	0.17406559441410357	0.0
WBU015	0.5170298761843585	-0.004958246438257847	-0.0004787382942207698	0	0.14541374256303227	0.2761904761904762
WBU016	0.43706775371782164	-9.813657588972006e-05	-3.8266083926871694e-05	0	0.022276912386574536	0.0
WBU017	0.03965438561762378	0.0022852481532426435	-1.0355429028148743e-05	0	0.1758346900925046	0.0
WBU018	0.20885677387855855	0.0025802093079665004	7.885851697690929e-05	0	0.03916474514425483	0.0
WBU019	-0.08669698159008642	-0.0006501100083813419	5.415350390050236e-05	0	0.6815601731284262	1.9333333333333333
WBU020	-0.05893111217431054	-0.0018458148667192548	0.0002136612462036423	0	0.7074753734094378	2.347619047619048
