,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
W3X1,100,1.4979138169979802,100,1.51571341699798,0.12474430222606593,1.0118829266397131,0.49929636852839654,0.8170272738124461,87,1.4831014055037275,87,1.5215351986071752,0.27042543699442556,1.0259144741963169,0.13702287589135176,0.29214910813358336
W3X2,100,0.7150306527862565,100,0.7306058527862563,0.12855750461915785,1.0217825626626047,0.5543192068920137,0.8170272738124461,87,0.703691464280509,87,0.7362047976138425,0.27185371493996585,1.0462039615139809,0.15020478447219585,0.3004095689443917
W3X8,100,1.3076636627691087,100,1.303129662769109,0.037997393270065176,0.9965327475794513,0.6268008629389336,0.8170272738124461,87,1.2940992213897984,87,1.3090415202403733,0.12481945952979821,1.0115464862381478,0.6429702003607016,0.6840108514475549
W3X7,100,1.0774457149560919,100,1.0713237149560921,0.0491811446248341,0.9943180432062424,0.6538920622262623,0.8170272738124461,87,1.0618026528871265,87,1.0770327678296554,0.1267284129125123,1.0143436399420522,0.5572294761563314,0.6840108514475549
W1X0,100,0.8531257145442572,100,0.850381514544257,0.01992146818468393,0.9967833580054891,0.7212902673970945,0.8170272738124461,87,0.8345519812109238,87,0.8565869237396597,0.15780718704313434,1.0264033194154827,0.5078346457546756,0.6840108514475549
W3X3,100,0.5373892841252825,100,0.5351908841252826,0.015755714684096808,0.9959091108346563,0.7368965269169423,0.8170272738124461,87,0.5229436335505699,87,0.5411882312517194,0.1299859250877497,1.0348882681241882,0.5633103997938651,0.6840108514475549
W1X1,100,1.1017189055457082,100,1.1008415055457084,0.006008081304231537,0.9992036081113038,0.7843461828599483,0.8170272738124461,87,1.0863662618675471,87,1.1070161469250188,0.13888451811685268,1.0190082164572867,0.5302674545258536,0.6840108514475549
W1X2,100,0.537828498838648,100,0.5359312988386479,0.013541733668740303,0.9964724814618473,0.7240359936399683,0.8170272738124461,87,0.5207300942409467,87,0.5421411287237053,0.1500428583013013,1.0411173364465691,0.5491714104422548,0.6840108514475549
W1X4,100,0.8912739707236765,100,0.8874979707236768,0.03031120047727747,0.9957633678038036,0.6468551557985761,0.8170272738124461,87,0.8781896534822973,87,0.8934057454363207,0.12157239957464315,1.017326658192438,0.6300833455504926,0.6840108514475549
W1X5,100,1.440832928318527,100,1.4370569283185262,0.03031120047728639,0.9973792936531458,0.6468551557985761,0.8170272738124461,87,1.4277486110771476,87,1.44296470303117,0.12157239957463607,1.010657402736006,0.6300833455504926,0.6840108514475549
W1X6,100,1.3103782090255072,100,1.3088934090255069,0.010587112067460389,0.9988668920241702,0.7359753389063449,0.8170272738124461,87,1.2932190641979204,87,1.3151783745427483,0.15259660829713678,1.0169803484597155,0.5332304098645639,0.6840108514475549
W1X7,100,1.2154110994234346,100,1.212627499423435,0.020386633997211596,0.9977097461086869,0.7231204210842705,0.8170272738124461,87,1.2007557568946996,87,1.2185893201130902,0.1303339789923521,1.0148519489629684,0.5572294761563314,0.6840108514475549
W1X8,100,1.3171333514773482,100,1.3137645514773484,0.02520190969832404,0.9974423242747431,0.693132612128257,0.8170272738124461,87,1.3022683169945897,87,1.3196908457302223,0.13062164334153542,1.013378601405155,0.5921032677904421,0.6840108514475549
W1X9,100,0.915755073076425,100,0.9140802730764251,0.012009754881444616,0.9981711267027181,0.7424308880396631,0.8170272738124461,87,0.9038406960649311,87,0.9200154087086091,0.11498424419387202,1.0178955348150378,0.6088536845920474,0.6840108514475549
W3X6,100,1.3425242717228076,100,1.341468871722808,0.006873407021461218,0.9992138689614563,0.8373809132234645,0.8373809132234645,87,1.3251812188492444,87,1.3476265062055668,0.1451369784180776,1.0169375229870925,0.5059077554971083,0.6840108514475549
W2X0,100,0.6613618265994391,100,0.6590522265994389,0.016477440171707252,0.9965078117497714,0.75632475484396,0.8170272738124461,87,0.6443241622316229,87,0.6651869208523125,0.14725250363686007,1.032379289561998,0.531254332766071,0.6840108514475549
W2X3,100,0.7662212137957422,100,0.7628302137957419,0.02591467166287518,0.9955743851267159,0.6823432616300126,0.8170272738124461,87,0.7497593701175813,87,0.7689023586233285,0.14501221515598428,1.0255321764138072,0.5694231414420703,0.6840108514475549
W2X4,100,0.8172805854963759,100,0.814173585496376,0.02329609113808146,0.9961983680327938,0.6931327213563807,0.8170272738124461,87,0.8036811877952267,87,0.8200687740021231,0.12292563521818065,1.0203906554685611,0.6046464831654907,0.6840108514475549
W2X5,100,0.8268329735996618,100,0.8216025735996625,0.044528324514652155,0.993674175840825,0.601053583382144,0.8170272738124461,87,0.8104668264732252,87,0.827616251760582,0.14557334660153665,1.0211599349007079,0.5582398432517959,0.6840108514475549
W2X6,100,0.9674198220095822,100,0.9648142220095829,0.019988675952761308,0.9973066501835917,0.6503695900864063,0.8170272738124461,87,0.9547548886762491,87,0.9707930495957902,0.12138309836664002,1.0167981972229307,0.6365133076705598,0.6840108514475549
W2X8,100,1.4973517091459838,100,1.4953485091459846,0.01513329820593667,0.9986621713604336,0.7148974511631958,0.8170272738124461,87,1.4793812677666727,87,1.5017523022494328,0.16245825286244026,1.0151218857303312,0.4925279845101469,0.6840108514475549
W3X0,100,0.7486654333281225,100,0.7491090333281225,0.0028961647320075823,1.0005925210117261,0.7834073937423777,0.8170272738124461,87,0.7324057965465136,87,0.7554609689603066,0.14642695167847206,1.0314786864365413,0.5391806237650444,0.6840108514475549
W2X1,100,0.7389787835993373,100,0.7356099835993372,0.02520190969832653,0.9954412764280027,0.6931327213563807,0.8170272738124461,87,0.7241137491165782,87,0.7415362778522107,0.1306216433415337,1.024060486017408,0.5921032677904421,0.6840108514475549
W3X4,100,1.181197482447171,100,1.1793446824471707,0.012666266461887198,0.9984314223256202,0.8268966907117994,0.8373809132234645,87,1.1672926962402743,87,1.1852628111828027,0.1231052617262403,1.0153946949213408,0.5411714737259865,0.6840108514475549
W2X7,100,1.3872394893262119,100,1.3822930893262109,0.04144042668155259,0.9964343575582587,0.6207510115239732,0.8170272738124461,87,1.3737357881767864,87,1.3881298111652918,0.12140091901177913,1.010478014122067,0.6625039950568274,0.6901083281841953
W2X2,100,1.175308562544617,100,1.1699993625446177,0.04496041184223767,0.9954827181821049,0.5942696682814219,0.8170272738124461,87,1.166779197027376,87,1.1755258636940427,0.07583465920674307,1.0074964197930085,0.8237344324317439,0.8405453392160652
W1X3,100,1.3670650125214419,100,1.3619508125214426,0.04092774302786327,0.9962589928400212,0.6627314716511621,0.8170272738124461,87,1.360402888383511,87,1.3672918539007528,0.05711919707985849,1.0050639156797347,0.937619647087468,0.937619647087468
